case,arm,dial,block_days,iv_premium,roll,treasury_leverage,horizon_years,paths,strategy,family,underlying,moneyness,premium_budget,mean_cagr,max_drawdown_median,worst_max_drawdown,prob_negative_cagr,prob_below_own_underlying,prob_below_sp500,cagr_p5,terminal_wealth_p5,cagr_p10,terminal_wealth_p10,cagr_p50,terminal_wealth_p50,cagr_p90,terminal_wealth_p90,cagr_p95,terminal_wealth_p95,max_drawdown_p90,max_drawdown_p95,prob_drawdown_worse_than_40,prob_drawdown_worse_than_50,prob_drawdown_worse_than_60,prob_drawdown_worse_than_75,mean_delta_exposure,mean_option_weight,treasury_notional,gross_notional
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,SPX_90_40,SP500 LEAPS,SP500_1X,0.9,0.4,0.153720861,-0.5493224444,-0.9281461563,0.0005,0.064,0.064,0.06672331267,6.943717422,0.08321967478,11.00382865,0.1511784151,68.29091408,0.2270161312,463.0520943,0.2494703757,797.8334343,-0.6878475217,-0.7263698942,0.9795,0.6975,0.3105,0.0315,1.654330175,0.4149478137,0.5850521863,2.239061423
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,SPX_90_45,SP500 LEAPS,SP500_1X,0.9,0.45,0.1611431106,-0.5984482439,-0.952426547,0.0005,0.0635,0.0635,0.06443984663,6.511347566,0.08324184782,11.01060821,0.1575869748,80.66701244,0.2423743086,672.5164674,0.269049916,1272.0464,-0.7404788828,-0.7751672214,0.994,0.863,0.4935,0.086,1.850713588,0.4632384982,0.5367615018,2.388126831
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,SPX_90_50,SP500 LEAPS,SP500_1X,0.9,0.5,0.1675625421,-0.6449352549,-0.9692000532,0.0015,0.0675,0.0675,0.06033649362,5.798911017,0.08157366781,10.51307572,0.1633938612,93.73335026,0.257394903,964.4662847,0.287544598,1963.445037,-0.7896779925,-0.8228818825,1,0.9545,0.6745,0.161,2.047807888,0.5112440701,0.4887559299,2.536888634
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,SPX_95_30,SP500 LEAPS,SP500_1X,0.95,0.3,0.1385786054,-0.4758182234,-0.8762988986,0,0.138,0.138,0.06469373108,6.558142708,0.07914423124,9.827207791,0.136796456,46.83360137,0.2004296476,239.999355,0.2180038404,371.1738699,-0.6036934286,-0.6474471886,0.8425,0.4035,0.1065,0.004,1.370926516,0.3162997604,0.6837002396,2.053853512
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,SPX_95_35,SP500 LEAPS,SP500_1X,0.95,0.35,0.1477868501,-0.5293979083,-0.9184902855,0,0.0995,0.0995,0.06337386885,6.318530055,0.08017856855,10.11375771,0.1455995871,59.02911881,0.218123512,372.2692799,0.239938572,634.0638796,-0.6634107091,-0.7063903166,0.96,0.6205,0.243,0.0235,1.587439573,0.3654924822,0.6345075178,2.221050636
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,SPX_95_40,SP500 LEAPS,SP500_1X,0.95,0.4,0.1558527535,-0.5823564723,-0.9474231634,0.0005,0.085,0.085,0.06201492913,6.080712143,0.07939401769,9.895682139,0.1529407858,71.49813531,0.2353373527,567.1434439,0.2613262081,1059.157775,-0.7224313711,-0.7627597286,0.9925,0.812,0.434,0.062,1.802882791,0.4140400775,0.5859599225,2.386944172
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,SPX_95_45,SP500 LEAPS,SP500_1X,0.95,0.45,0.1627764398,-0.6324276582,-0.9668689485,0.0015,0.089,0.089,0.05700996663,5.27722695,0.0781591231,9.561648074,0.158950897,83.56776513,0.2516828281,841.322988,0.2803648993,1660.205909,-0.774784001,-0.813023932,1,0.9365,0.6215,0.1385,2.015719929,0.4622845904,0.5377154096,2.553938525
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,SPX_95_50,SP500 LEAPS,SP500_1X,0.95,0.5,0.16854599,-0.679011374,-0.9796540267,0.004,0.1,0.1,0.05143416671,4.50290384,0.07575590551,8.942480372,0.1638770281,94.90806479,0.2665663648,1199.443855,0.2994079552,2585.362079,-0.8224517982,-0.8575167244,1,0.982,0.7875,0.2645,2.228244043,0.5099627603,0.4900372397,2.719717442
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_80_20,NDX LEAPS,NASDAQ100_1X,0.8,0.2,0.1219679133,-0.3572341009,-0.7015185431,0,0.8085,0.358,0.06561293567,6.730112199,0.07974115828,9.991611396,0.1209486835,30.73546777,0.1650493866,97.81854727,0.1777348048,135.3706938,-0.475264123,-0.5143923343,0.3,0.0645,0.008,0,0.5803262735,0.2172662213,0.7827337787,1.362445395
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_80_25,NDX LEAPS,NASDAQ100_1X,0.8,0.25,0.1349191834,-0.4030311941,-0.7632970942,0,0.717,0.2045,0.07083757081,7.79384713,0.08485194441,11.51233831,0.13391901,43.40460519,0.1865186724,169.1762108,0.2008110296,242.2976966,-0.5257501942,-0.5664710681,0.5115,0.152,0.0285,0.0005,0.7185779826,0.2683320995,0.7316679005,1.449743878
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_80_30,NDX LEAPS,NASDAQ100_1X,0.8,0.3,0.1467181592,-0.4512443847,-0.814527458,0,0.558,0.132,0.0715351137,7.947551567,0.08865469413,12.78659813,0.144542532,57.41673058,0.2063507346,278.1757935,0.2233627284,423.4263772,-0.586103015,-0.6298745869,0.7365,0.305,0.0815,0.0035,0.8551192455,0.3184538489,0.6815461511,1.535953382
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_80_35,NDX LEAPS,NASDAQ100_1X,0.8,0.35,0.1573881755,-0.5030722128,-0.865294283,0,0.324,0.0955,0.07216868915,8.089771083,0.09127922797,13.74448966,0.1546929797,74.83095266,0.2261658499,453.5213271,0.2456648508,728.061767,-0.6455717152,-0.6873406797,0.903,0.513,0.181,0.014,0.9903015846,0.3677979188,0.6322020812,1.621740808
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_80_40,NDX LEAPS,NASDAQ100_1X,0.8,0.4,0.1669396121,-0.555040725,-0.9052936855,0,0.1765,0.0835,0.07200700195,8.05322816,0.09158859454,13.8618806,0.1646783025,96.88814727,0.2445434633,708.6506916,0.2681184051,1244.329486,-0.7014319094,-0.7453932429,0.9755,0.7225,0.3305,0.0435,1.124457808,0.4166063305,0.5833936695,1.707461293
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_80_45,NDX LEAPS,NASDAQ100_1X,0.8,0.45,0.1753707399,-0.6069040626,-0.9347418903,0,0.1145,0.0815,0.070754457,7.775673945,0.09072033938,13.53487085,0.1725197028,118.4947495,0.2616605636,1067.617274,0.2884275698,2004.251813,-0.7537284549,-0.7955234439,0.995,0.872,0.531,0.106,1.257957453,0.4647867961,0.5352132039,1.792636888
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_80_50,NDX LEAPS,NASDAQ100_1X,0.8,0.5,0.1826677274,-0.6567479751,-0.9562717282,0.0025,0.097,0.082,0.06687506811,6.973479633,0.08943685576,13.06510573,0.1788786367,139.370471,0.2799117752,1642.663601,0.3090117144,3224.545054,-0.8005821771,-0.839302161,0.9985,0.9495,0.6975,0.195,1.391113711,0.5126457486,0.4873542514,1.877808927
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_85_20,NDX LEAPS,NASDAQ100_1X,0.85,0.2,0.1255707213,-0.3706683259,-0.7187197654,0,0.7915,0.308,0.06648791153,6.897894383,0.08051876185,10.20975763,0.1244005563,33.70554501,0.1717456109,116.1701276,0.1854651426,164.7270138,-0.4881347762,-0.5307032736,0.3645,0.0865,0.012,0,0.6202111816,0.2179312085,0.7820687915,1.401648738
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_85_25,NDX LEAPS,NASDAQ100_1X,0.85,0.25,0.1389927781,-0.4196854669,-0.7810292238,0,0.674,0.184,0.07035930051,7.69003605,0.08571249121,11.78947079,0.1374688718,47.67187106,0.1937708265,203.1113563,0.2100174023,304.6926736,-0.5454509382,-0.5862798209,0.596,0.202,0.04,0.0025,0.7674144135,0.2688488007,0.7311511993,1.497852289
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_85_30,NDX LEAPS,NASDAQ100_1X,0.85,0.3,0.1511213644,-0.4716679801,-0.8374270056,0,0.4655,0.1225,0.07110838681,7.853141752,0.08918564971,12.97502473,0.1485421412,63.75152767,0.2151325343,345.8002802,0.2343351768,553.501757,-0.6076533388,-0.6491380558,0.8095,0.379,0.114,0.0055,0.9127072504,0.3187810027,0.6812189973,1.592976605
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_85_35,NDX LEAPS,NASDAQ100_1X,0.85,0.35,0.1619870646,-0.5253838543,-0.8870826214,0,0.2605,0.093,0.07152002446,7.944215508,0.09116904847,13.70291745,0.1591709446,84.04510609,0.2363925501,581.8587526,0.2572176958,960.3968641,-0.6692428533,-0.7091716481,0.9465,0.614,0.241,0.0265,1.056790018,0.3679333332,0.6320666668,1.687369681
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_85_40,NDX LEAPS,NASDAQ100_1X,0.85,0.4,0.1716046562,-0.578809752,-0.9232075532,0,0.149,0.085,0.07132138789,7.900330726,0.09069281486,13.52464748,0.1688336512,107.8140083,0.2548040013,906.6042984,0.2808925327,1680.852055,-0.7248990072,-0.7672982321,0.9885,0.7955,0.414,0.0685,1.19920759,0.4165505526,0.5834494474,1.781504947
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_85_45,NDX LEAPS,NASDAQ100_1X,0.85,0.45,0.1799743708,-0.6316158162,-0.9489387671,0.002,0.116,0.084,0.06828082717,7.254422161,0.08905400782,12.928057,0.176811835,132.2235784,0.2732608218,1404.96527,0.3026739999,2787.599808,-0.7777245041,-0.8153208551,0.9975,0.919,0.6165,0.1515,1.340893699,0.4644873327,0.5355126673,1.875210721
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_85_50,NDX LEAPS,NASDAQ100_1X,0.85,0.5,0.1870820709,-0.680971804,-0.9670526667,0.0035,0.106,0.091,0.06372038093,6.380594402,0.08689491252,12.18083377,0.1828783076,154.2780831,0.2920823046,2182.015052,0.3233509727,4471.139467,-0.8244127181,-0.8595102517,0.999,0.9725,0.777,0.2525,1.482159733,0.5122061953,0.4877938047,1.969234744
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_90_20,NDX LEAPS,NASDAQ100_1X,0.9,0.2,0.1289491477,-0.3843365555,-0.7350590406,0,0.766,0.27,0.06678636517,6.956040848,0.08130357999,10.43460722,0.127809525,36.91005372,0.1777372261,135.3784901,0.1932393236,200.4157072,-0.5056640953,-0.5480246905,0.427,0.1095,0.0175,0,0.6607634264,0.2183746981,0.7816253019,1.441885778
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_90_25,NDX LEAPS,NASDAQ100_1X,0.9,0.25,0.1427398424,-0.4375575076,-0.7975039255,0,0.623,0.167,0.06995975665,7.604376803,0.08611259547,11.92050466,0.1407233206,51.938322,0.2014444866,246.1618075,0.2196395014,386.4228449,-0.566430056,-0.6102697762,0.6745,0.254,0.056,0.003,0.8168448827,0.2691365965,0.7308634035,1.547131493
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_90_30,NDX LEAPS,NASDAQ100_1X,0.9,0.3,0.1550851243,-0.4914228854,-0.8599438885,0,0.389,0.1145,0.0701522296,7.645526106,0.0885941103,12.76537552,0.1525374056,70.7514398,0.2236963428,426.9039631,0.2436408023,693.3922488,-0.6312258225,-0.6694018967,0.879,0.4675,0.1535,0.012,0.9710979018,0.3189741951,0.6810258049,1.651414229
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_90_35,NDX LEAPS,NASDAQ100_1X,0.9,0.35,0.1660245606,-0.5492608546,-0.9057978289,0,0.2145,0.095,0.07047194547,7.714347608,0.08974759086,13.17736659,0.1629920053,92.76660623,0.2457356896,729.3027412,0.2687496132,1263.046109,-0.6936909152,-0.7307119033,0.973,0.6965,0.307,0.0395,1.123851537,0.3678868435,0.6321131565,1.754344439
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_90_40,NDX LEAPS,NASDAQ100_1X,0.9,0.4,0.1755785296,-0.6035025786,-0.9381060269,0.0015,0.148,0.089,0.06824278474,7.246669574,0.08899056227,12.90549242,0.172342405,117.9583686,0.2648932137,1152.80487,0.2932726562,2243.1376,-0.7477921729,-0.7884777662,0.995,0.8705,0.5155,0.097,1.275023746,0.4161140661,0.5838859339,1.857000839
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_90_45,NDX LEAPS,NASDAQ100_1X,0.9,0.45,0.1837500492,-0.6568401611,-0.9603426744,0.0025,0.1235,0.091,0.0641924659,6.466107601,0.08571164652,11.78918534,0.1795094367,141.6254538,0.2840383471,1809.212859,0.3157327647,3760.052667,-0.8016520312,-0.8347246121,0.999,0.954,0.704,0.192,1.425134757,0.4638810728,0.5361189272,1.959474449
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_90_50,NDX LEAPS,NASDAQ100_1X,0.9,0.5,0.1905252071,-0.7047599333,-0.9754023754,0.005,0.123,0.1,0.05948841054,5.661411957,0.083751665,11.16712032,0.1853543533,164.2668264,0.3028216649,2797.096572,0.3358058413,5922.053124,-0.8448656294,-0.8786248265,1,0.9875,0.846,0.3305,1.5744927,0.5112931848,0.4887068152,2.061717569
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_95_20,NDX LEAPS,NASDAQ100_1X,0.95,0.2,0.1320524686,-0.3988918514,-0.7502434859,0,0.741,0.2415,0.06702465835,7.002816075,0.08136877874,10.4534923,0.1309336519,40.10398753,0.1844999412,160.7504794,0.2005614857,240.7947872,-0.5237269284,-0.5652500448,0.4935,0.137,0.023,0.0005,0.7018810252,0.2186842787,0.7813157213,1.482733215
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_95_25,NDX LEAPS,NASDAQ100_1X,0.95,0.25,0.1460966307,-0.4547350595,-0.8204614576,0,0.559,0.159,0.06904318604,7.411355902,0.08553740093,11.73255938,0.1439761662,56.5704113,0.2085821392,294.0345595,0.2286506001,481.9193793,-0.5866128966,-0.6310029996,0.7485,0.3155,0.082,0.003,0.8675264675,0.2693492902,0.7306507098,1.597430485
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_95_30,NDX LEAPS,NASDAQ100_1X,0.95,0.3,0.1585336771,-0.5117840988,-0.8795950619,0,0.3315,0.1135,0.06918748178,7.441418772,0.08653240915,12.05951648,0.1553143302,76.0485469,0.2320435159,523.4881167,0.2538026364,885.1357175,-0.650991529,-0.6927621277,0.923,0.5535,0.2035,0.0205,1.030203341,0.3188790681,0.6811209319,1.71039184
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_95_35,NDX LEAPS,NASDAQ100_1X,0.95,0.35,0.1694140318,-0.5711615376,-0.9216378775,0.0005,0.203,0.101,0.06928988739,7.462841349,0.08765504913,12.43899836,0.1658806756,99.93437129,0.2547229241,904.8407008,0.2798590546,1640.631968,-0.7170101296,-0.754639786,0.987,0.773,0.381,0.055,1.191459825,0.3676832222,0.6323167778,1.821986979
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_95_40,NDX LEAPS,NASDAQ100_1X,0.95,0.4,0.1787649641,-0.6281241065,-0.9503055471,0.002,0.151,0.095,0.06537678654,6.685657342,0.08708420251,12.24464901,0.174580839,124.9059316,0.2756251018,1485.376603,0.3043867803,2899.678067,-0.7719205575,-0.8088265189,0.9975,0.919,0.6035,0.141,1.35147668,0.4156203981,0.5843796019,1.933271241
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_95_45,NDX LEAPS,NASDAQ100_1X,0.95,0.45,0.1865931649,-0.6794303828,-0.969361046,0.0035,0.1415,0.0975,0.06040251115,5.809748102,0.08215110894,10.68278239,0.1815936769,149.3289864,0.2947793905,2322.881337,0.3268612559,4840.983956,-0.8228038372,-0.8543757547,1,0.9775,0.78,0.254,1.510110602,0.463065186,0.536934814,2.044038223
roll_interval,roll_9m,roll,63,0.03,9m,1,30,2000,NDX_95_50,NDX LEAPS,NASDAQ100_1X,0.95,0.5,0.1928855346,-0.7279941573,-0.9817474426,0.0075,0.1535,0.11,0.05370477444,4.803989541,0.07831449542,9.60302647,0.1864015222,168.6756933,0.3122031269,3469.005528,0.3472207033,7644.3524,-0.8638363665,-0.8967082227,1,0.995,0.893,0.418,1.667314666,0.5102645275,0.4897354725,2.155424542
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SP500_1X,index,SP500_1X,,,0.1117369828,-0.4155104322,-0.7731714301,0,0,0,0.06238324026,6.144299014,0.07186840425,8.022051893,0.1105548575,23.24142922,0.1516888017,69.20512933,0.1636220307,94.28629052,-0.5491914749,-0.5912173345,0.573,0.208,0.044,0.001,,,,
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,NASDAQ100_1X,index,NASDAQ100_1X,,,0.1492359838,-0.5643638817,-0.9282673494,0,0,0.114,0.0665854597,6.916846612,0.08401158886,11.24776169,0.1489394744,64.41664815,0.2172205887,364.0789941,0.2372264924,593.7491311,-0.7163737125,-0.7575548507,0.966,0.7335,0.375,0.062,,,,
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_80_25,SP500 LEAPS,SP500_1X,0.8,0.25,0.11953712,-0.3655877146,-0.7035810958,0,0.3505,0.3505,0.06944443594,7.49525959,0.07894770994,9.773657329,0.1188470899,29.05285945,0.159727424,85.26405152,0.1711141798,114.3066455,-0.4795530494,-0.5182427857,0.3285,0.069,0.0085,0,0.8932333898,0.267637239,0.732362761,1.625653306
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_85_30,SP500 LEAPS,SP500_1X,0.85,0.3,0.1345171303,-0.4316785191,-0.8075631966,0,0.125,0.125,0.07161707913,7.965809746,0.08369740751,11.15040866,0.1342370884,43.771381,0.1870587618,171.5017452,0.2001501803,238.3293649,-0.5559495111,-0.591210279,0.668,0.218,0.0435,0.002,1.176806469,0.3186234503,0.6813765497,1.85832188
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_85_35,SP500 LEAPS,SP500_1X,0.85,0.35,0.1440378176,-0.4786135933,-0.8617563665,0,0.066,0.066,0.0724049351,8.143398629,0.08633574703,11.99420346,0.1431233074,55.31869523,0.2048575319,268.028952,0.2185717865,376.4018064,-0.608993986,-0.6435360556,0.867,0.4,0.113,0.0045,1.363686326,0.368255354,0.631744646,1.995752664
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_85_40,SP500 LEAPS,SP500_1X,0.85,0.4,0.152664824,-0.5284546531,-0.9024992287,0,0.0465,0.0465,0.07179831164,8.0063263,0.08765368023,12.43855817,0.1511405122,68.22350596,0.2209396102,398.9742267,0.2392578832,623.7036328,-0.6626870074,-0.698405825,0.9595,0.628,0.235,0.0215,1.548843914,0.4172621281,0.5827378719,2.131123367
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_85_45,SP500 LEAPS,SP500_1X,0.85,0.45,0.1603949989,-0.5737392841,-0.9326456997,0.0005,0.0405,0.0405,0.07070357947,7.76458681,0.08751243047,12.39016044,0.1575355022,80.55946874,0.2359763071,576.0104094,0.2572618168,961.4095849,-0.7168310557,-0.7569087738,0.991,0.805,0.4045,0.0545,1.73271437,0.4655927998,0.5344072002,2.266640425
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_85_50,SP500 LEAPS,SP500_1X,0.85,0.5,0.1672159685,-0.6204668575,-0.9545510049,0.0005,0.0435,0.0435,0.06781614184,7.160336945,0.08615174744,11.93340418,0.1636818603,94.43184747,0.2501647618,811.2418411,0.2744506955,1444.892931,-0.763958581,-0.8017075838,0.9985,0.921,0.585,0.12,1.91641436,0.5136647785,0.4863352215,2.401585106
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_90_30,SP500 LEAPS,SP500_1X,0.9,0.3,0.1384516585,-0.4607773123,-0.8446501662,0,0.118,0.118,0.06972417272,7.554306071,0.08255805621,10.80396401,0.1376812314,47.93961618,0.1958849962,214.1851681,0.2117030116,317.6874967,-0.5834567224,-0.624436351,0.7945,0.332,0.0805,0.0025,1.295143965,0.3186888785,0.6813111215,1.976841216
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_90_35,SP500 LEAPS,SP500_1X,0.9,0.35,0.1479881297,-0.5106860504,-0.8927312204,0,0.07,0.07,0.06914545818,7.432649059,0.08440848054,11.37196094,0.1465599302,60.53187296,0.214869558,343.5621132,0.2327057975,531.9949829,-0.6432195236,-0.6815053143,0.9355,0.55,0.1795,0.014,1.499939265,0.3679994909,0.6320005091,2.132716351
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_90_40,SP500 LEAPS,SP500_1X,0.9,0.4,0.1564744961,-0.5631903857,-0.9274382466,0.0005,0.057,0.057,0.06796883653,7.191119841,0.08496775294,11.54924357,0.1544179276,74.2980214,0.2317627588,519.9280769,0.2522699447,853.2424659,-0.7005701491,-0.7391971588,0.983,0.752,0.349,0.038,1.703554971,0.4166462923,0.5833537077,2.287424356
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_90_45,SP500 LEAPS,SP500_1X,0.9,0.45,0.163909652,-0.6105629237,-0.9520488716,0.0005,0.059,0.059,0.06502831295,6.620217839,0.08310018005,10.96746841,0.1607145261,87.46841093,0.2475552929,761.9536794,0.2706791686,1321.964296,-0.7505799775,-0.7933045116,0.998,0.898,0.545,0.1035,1.905495566,0.4647246122,0.5352753878,2.440481033
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_90_50,SP500 LEAPS,SP500_1X,0.9,0.5,0.1702805972,-0.6587257627,-0.9691460184,0.0015,0.069,0.069,0.06111411005,5.927862903,0.08097816672,10.34089105,0.1664696407,101.4600022,0.2628798988,1099.0066,0.2893060495,2045.675527,-0.7981080563,-0.8363859658,1,0.9685,0.726,0.203,2.106386324,0.5124738004,0.4875261996,2.593152141
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_95_30,SP500 LEAPS,SP500_1X,0.95,0.3,0.1409718725,-0.4916714285,-0.8769880794,0,0.127,0.127,0.06582880017,6.771149242,0.0798681836,10.02693161,0.1397791841,50.66407773,0.2048465402,267.9556942,0.2222403446,411.9247714,-0.6186506012,-0.6594293023,0.894,0.463,0.1325,0.0095,1.419350543,0.3182732981,0.6817267019,2.101392411
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_95_35,SP500 LEAPS,SP500_1X,0.95,0.35,0.150200572,-0.5444516129,-0.918565734,0.0005,0.095,0.095,0.06385165785,6.404262166,0.08022181135,10.1259239,0.1479369795,62.75144361,0.2232990855,422.7654257,0.2443784619,705.8373871,-0.6785339571,-0.7173870319,0.9695,0.687,0.289,0.0285,1.641707333,0.3670678617,0.6329321383,2.274855297
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_95_40,SP500 LEAPS,SP500_1X,0.95,0.4,0.158207455,-0.5985801046,-0.947298848,0.0005,0.088,0.088,0.06074542126,5.866377964,0.07957121911,9.94454773,0.1552213557,75.8652907,0.2405076902,642.8534328,0.2648466187,1151.537094,-0.7387844678,-0.7782578364,0.9955,0.87,0.4965,0.0825,1.863804911,0.4154509728,0.5845490272,2.448455064
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_95_45,SP500 LEAPS,SP500_1X,0.95,0.45,0.1649945677,-0.6500398706,-0.9667686012,0.003,0.094,0.094,0.05660415824,5.216784393,0.07673555534,9.190079209,0.1613044916,88.81226623,0.2569678421,954.6872503,0.2841112789,1812.306002,-0.7905383834,-0.8276637,1,0.9545,0.689,0.179,2.084399156,0.4632129414,0.5367870586,2.621443636
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,SPX_95_50,SP500 LEAPS,SP500_1X,0.95,0.5,0.1705488008,-0.6985468104,-0.9796656117,0.006,0.108,0.108,0.05137623118,4.495464334,0.07294206393,8.26666642,0.1670023129,102.8592487,0.2721580541,1368.917029,0.3026299848,2784.769889,-0.8355792303,-0.8694112096,1,0.99,0.833,0.3165,2.303956604,0.5106296477,0.4893703523,2.792763271
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,NDX_80_20,NDX LEAPS,NASDAQ100_1X,0.8,0.2,0.1242119572,-0.365487649,-0.7063843983,0,0.7975,0.3305,0.06751920578,7.100858787,0.07982500769,10.01491116,0.1235491488,32.94819174,0.1687684837,107.6335052,0.1796462673,142.1192334,-0.4813693215,-0.5195430464,0.332,0.074,0.011,0,0.5952968471,0.2196415279,0.7803584721,1.375757892
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,NDX_80_25,NDX LEAPS,NASDAQ100_1X,0.8,0.25,0.1374440037,-0.41052659,-0.7589672744,0,0.6925,0.1905,0.07272750886,8.217209513,0.08560853125,11.75563995,0.1356869488,45.48149391,0.1905034962,187.0785233,0.2045684632,266.1080322,-0.5334920693,-0.5724602088,0.555,0.1745,0.029,0.001,0.7364002436,0.2707209902,0.7292790098,1.465915263
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,NDX_80_30,NDX LEAPS,NASDAQ100_1X,0.8,0.3,0.1494466885,-0.4626463617,-0.8120692023,0,0.5105,0.1155,0.07464452717,8.669374184,0.08926503499,13.00345659,0.1479307038,62.74112593,0.2106474889,309.4891081,0.2288160513,483.8709567,-0.5940115105,-0.633205679,0.775,0.3505,0.0925,0.005,0.8761014182,0.3208609561,0.6791390439,1.554966043
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,NDX_80_35,NDX LEAPS,NASDAQ100_1X,0.8,0.35,0.1602525137,-0.5161279516,-0.8641886597,0,0.2745,0.09,0.07496299236,8.746787321,0.09131578642,13.75833099,0.1584888435,82.57405342,0.230624722,505.6995103,0.2504815898,817.4326135,-0.6552171849,-0.6939647273,0.924,0.562,0.2095,0.019,1.013796846,0.3701566961,0.6298433039,1.643005611
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,NDX_80_40,NDX LEAPS,NASDAQ100_1X,0.8,0.4,0.1698779853,-0.5683789484,-0.9060901004,0,0.1435,0.0785,0.07533449096,8.837934911,0.09276344806,14.3165224,0.1675209763,104.2396254,0.2493714806,795.9394044,0.2730089296,1396.64818,-0.7105823665,-0.7559516757,0.983,0.7705,0.3815,0.056,1.150172618,0.4187369289,0.5812630711,1.730932362
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,NDX_80_45,NDX LEAPS,NASDAQ100_1X,0.8,0.45,0.1783248258,-0.6198303838,-0.9366578512,0.001,0.099,0.077,0.0733077575,8.351609852,0.09293829613,14.38541055,0.1761151539,129.8948261,0.2681979952,1246.675511,0.2945955851,2313.016519,-0.7603376411,-0.806413865,0.997,0.896,0.576,0.117,1.285606518,0.4666223389,0.5333776611,1.818903333
roll_interval,roll_12m,roll,63,0.03,12m,1,30,2000,NDX_80_50,NDX LEAPS,NASDAQ100_1X,0.8,0.5,0.1855800737,-0.6674876541,-0.9584037201,0.0025,0.095,0.0805,0.06992137865,7.596278739,0.09054848747,13.4710345,0.1827139421,153.635403,0.2855008422,1872.064262,0.3153929121,3731.022766,-0.8069533683,-0.8485324934,1,0.962,0.7375,0.231,1.420818624,0.5140594044,0.4859405956,1.906386411
