variant,horizon_years,paths,block_days,cell,family,regime,underlying,moneyness,premium_budget,maturity_months,roll_months,mean_cagr,median_max_drawdown,worst_max_drawdown,prob_negative_cagr,prob_below_index,prob_below_canonical,cagr_p5,cagr_p10,cagr_p50,cagr_p90,cagr_p95,terminal_wealth_p5,terminal_wealth_p50,terminal_wealth_p95,prob_drawdown_worse_than_50,prob_drawdown_worse_than_60,prob_drawdown_worse_than_75,mean_delta_exposure,min_exposure_after_loss,underexposed_recovery,delta_p5,delta_p50,delta_p95,mean_option_weight,recovery_exposure_ratio
SPX_90_40_15M_R6,10,5000,63,SPX_90_40,SPX,15m/6m,SP500_1X,0.9,0.4,15,6,0.1622145069,-0.5100387166,-0.9253202656,0.0692,0.2496,0.4962,-0.01304249464,0.02068427985,0.1585104912,0.3092734548,0.3527917793,0.8769854049,4.354238899,20.51775841,0.5432,0.2338,0.0328,1.9975243,0.609044497,0.1278648975,1.467299908,2.040423725,2.434329094,0.4073505412,0.943109077
SPX_90_40_15M_R12,10,5000,63,SPX_90_40,SPX,15m/12m,SP500_1X,0.9,0.4,15,12,0.1715427355,-0.5366729453,-0.9401832912,0.0738,0.2272,0.3828,-0.01859450499,0.0175817806,0.1666585028,0.3321209341,0.3780186573,0.8288884682,4.670312787,24.68086394,0.6336,0.2944,0.052,2.046419372,0.468639808,0.1474784006,1.391825214,2.096665342,2.552993996,0.4156768925,0.9576259825
SPX_90_40_18M_R6,10,5000,63,SPX_90_40,SPX,18m/6m,SP500_1X,0.9,0.4,18,6,0.1581263826,-0.4867478402,-0.9153157469,0.0586,0.2354,0.6038,-0.00580458006,0.02638072655,0.1537963877,0.2962576911,0.3352101395,0.9434546776,4.18029286,18.00214887,0.4504,0.1678,0.02,1.868087712,0.6764094729,0.135857461,1.378575631,1.901135227,2.285210766,0.4069364923,0.9356856465
SPX_90_40_18M_R12,10,5000,63,SPX_90_40,SPX,18m/12m,SP500_1X,0.9,0.4,18,12,0.1673043552,-0.5061292673,-0.9262941176,0.0608,0.2158,0.4074,-0.009848638948,0.02659905127,0.1633665558,0.3124923602,0.3573958771,0.90577811,4.540208377,21.22675438,0.528,0.203,0.0244,1.912383733,0.6142079383,0.1703285628,1.320866228,1.958647724,2.378095151,0.4158476151,0.9362984213
SPX_90_40_24M_R6,10,5000,63,SPX_90_40,SPX,24m/6m,SP500_1X,0.9,0.4,24,6,0.1535558594,-0.4501341082,-0.8870160158,0.04,0.217,0.7558,0.006165580094,0.0354444198,0.1505125344,0.2768810843,0.3121234459,1.063385932,4.062844435,15.12117248,0.306,0.093,0.0068,1.672785449,0.7464781587,0.1458160729,1.229146415,1.696378114,2.064755286,0.4083568942,0.9321682904
SPX_90_40_24M_R12,10,5000,63,SPX_90_40,SPX,24m/12m,SP500_1X,0.9,0.4,24,12,0.1616613816,-0.4593243827,-0.9000397,0.042,0.186,0,0.006387322088,0.040032687,0.1575406873,0.2903230709,0.3289411839,1.065731865,4.317930803,17.17467587,0.3484,0.1038,0.0066,1.69995215,0.7168081204,0.1825282631,1.191172119,1.734284981,2.115114309,0.4176222522,0.9313943319
SPX_90_40_30M_R12,10,5000,63,SPX_90_40,SPX,30m/12m,SP500_1X,0.9,0.4,30,12,0.1568576217,-0.4348146693,-0.8586936513,0.0348,0.1804,0.6068,0.01329107296,0.04255584676,0.1536064563,0.2745962148,0.3100938169,1.141127916,4.173417447,14.88892675,0.2432,0.0614,0.0022,1.570942414,0.7620782856,0.2058513997,1.109672732,1.597491398,1.966375172,0.4175322047,0.9146237169
SPX_90_40_30M_R18,10,5000,63,SPX_90_40,SPX,30m/18m,SP500_1X,0.9,0.4,30,18,0.1598562874,-0.4454898885,-0.8641473051,0.0352,0.1734,0.5358,0.01308386995,0.04191883666,0.1566252701,0.283415211,0.3180640517,1.138797163,4.283909231,15.81980055,0.2838,0.0702,0.0024,1.596554229,0.7462181145,0.2163231314,1.104685727,1.629008737,1.999236608,0.4262955649,0.915985862
SPX_90_45_15M_R6,10,5000,63,SPX_90_45,SPX,15m/6m,SP500_1X,0.9,0.45,15,6,0.1693327948,-0.5596236597,-0.9532424972,0.0858,0.2644,0.5226,-0.02785652554,0.01114276219,0.1638007277,0.3357854766,0.3872948727,0.753911642,4.55717888,26.39326957,0.715,0.3704,0.0814,2.241119041,0.7175905783,0.1195913462,1.677522817,2.285956102,2.704961973,0.4559899749,0.9434558873
SPX_90_45_15M_R12,10,5000,63,SPX_90_45,SPX,15m/12m,SP500_1X,0.9,0.45,15,12,0.1786759684,-0.5857621892,-0.9602963841,0.092,0.2442,0.4122,-0.03422304904,0.005787571153,0.1721405442,0.3586557791,0.4097233142,0.7059752993,4.894433768,30.98380237,0.779,0.451,0.1046,2.288964279,0.5500949158,0.1298076923,1.611730911,2.334006203,2.841946752,0.4627810595,0.9598590814
SPX_90_45_18M_R6,10,5000,63,SPX_90_45,SPX,18m/6m,SP500_1X,0.9,0.45,18,6,0.1654747174,-0.5331314458,-0.9460084838,0.0726,0.2452,0.622,-0.01825716451,0.01781923385,0.1597369616,0.3217593707,0.3670424013,0.831741488,4.400549323,22.78421012,0.6366,0.2858,0.0484,2.095969048,0.7910592754,0.1282874925,1.576795547,2.130691935,2.539804018,0.4557616282,0.9361226849
SPX_90_45_18M_R12,10,5000,63,SPX_90_45,SPX,18m/12m,SP500_1X,0.9,0.45,18,12,0.1748753469,-0.5537272119,-0.9489798534,0.0762,0.231,0.429,-0.02167446555,0.01794775123,0.1703225414,0.3386134082,0.3894745107,0.8032430357,4.819058827,26.81083205,0.6988,0.3444,0.0622,2.139763429,0.7192995955,0.1521042084,1.526578085,2.18453288,2.636200088,0.4635177932,0.9376137078
SPX_90_45_24M_R6,10,5000,63,SPX_90_45,SPX,24m/6m,SP500_1X,0.9,0.45,24,6,0.1612657014,-0.4928463075,-0.917626995,0.054,0.2152,0.7548,-0.003452626532,0.02941974853,0.1569820248,0.2996681321,0.338629884,0.9660098335,4.29713935,18.46850809,0.4756,0.1732,0.0192,1.875780904,0.8539275142,0.1328883495,1.400796111,1.902240333,2.290158559,0.4573468018,0.9321094473
SPX_90_45_24M_R12,10,5000,63,SPX_90_45,SPX,24m/12m,SP500_1X,0.9,0.45,24,12,0.1699210907,-0.5019111305,-0.9260010024,0.0546,0.1876,0,-0.004139700714,0.03308094044,0.1647137746,0.3135669292,0.3567798931,0.9593711596,4.593053123,21.13063983,0.5082,0.1912,0.0214,1.900571941,0.8266706607,0.1647841872,1.370186875,1.936852948,2.337438596,0.4658892692,0.9352534518
SPX_90_45_30M_R12,10,5000,63,SPX_90_45,SPX,30m/12m,SP500_1X,0.9,0.45,30,12,0.1651028556,-0.47441882,-0.8903005217,0.0438,0.1758,0.5996,0.005028708368,0.03789362261,0.1616584764,0.2971686336,0.3367982844,1.051433258,4.473995789,18.21739282,0.4036,0.1242,0.0084,1.757306699,0.8632434985,0.1822800244,1.274222117,1.787402265,2.168618467,0.4659344723,0.92109268
SPX_90_45_30M_R18,10,5000,63,SPX_90_45,SPX,30m/18m,SP500_1X,0.9,0.45,30,18,0.1681628513,-0.4871660852,-0.8960078473,0.0444,0.174,0.5322,0.004920542556,0.03704283633,0.1647862901,0.3055508035,0.345427414,1.050302587,4.595913217,19.42792351,0.4486,0.1454,0.0116,1.781182433,0.8486683845,0.1917613636,1.269867285,1.814979179,2.20160061,0.474294404,0.9283751941
SP500_1X,20,5000,63,SP500_1X,SPX,index,SP500_1X,,,,,0.1124509016,-0.3877253433,-0.7886772753,0.0018,0,0,0.05038632973,0.06428365856,0.113378141,0.1599360013,0.1727436858,2.672890853,8.56749408,24.21375721,0.1314,0.0282,0.001,,,,,,,,
NASDAQ100_1X,20,5000,63,NASDAQ100_1X,NDX,index,NASDAQ100_1X,,,,,0.1508057183,-0.5236895559,-0.9345217988,0.0048,0,0,0.04793283945,0.07194219736,0.1509527636,0.2299998743,0.2528112096,2.550756688,16.63987393,90.72202651,0.584,0.264,0.0396,,,,,,,,
NDX_80_20_15M_R6,20,5000,63,NDX_80_20,NDX,15m/6m,NASDAQ100_1X,0.8,0.2,15,6,0.1290136297,-0.3566094493,-0.7694111503,0.001,0.7322,0.3238,0.0552737957,0.07144723115,0.1286454595,0.1864170271,0.2034452302,2.932939445,11.24995481,40.60005582,0.0742,0.0134,0.0006,0.667561264,0.2863537714,0.06593686354,0.4506736655,0.680088985,0.8396337647,0.2104432107,0.9667321029
NDX_80_20_15M_R12,20,5000,63,NDX_80_20,NDX,15m/12m,NASDAQ100_1X,0.8,0.2,15,12,0.1348538474,-0.3683598063,-0.7551194437,0.001,0.6884,0.1686,0.05822032957,0.07476485539,0.1337500668,0.1959526819,0.2128085017,3.101145586,12.31250776,47.40723869,0.0936,0.0142,0.0002,0.6874671149,0.2289864526,0.1385240029,0.3917263934,0.7116424737,0.8826481824,0.2218218686,0.9731885068
NDX_80_20_24M_R12,20,5000,63,NDX_80_20,NDX,24m/12m,NASDAQ100_1X,0.8,0.2,24,12,0.125722829,-0.3319039321,-0.7063843983,0.0006,0.7546,0,0.05677082272,0.07205109399,0.1251088716,0.1791104771,0.1949986836,3.017284676,10.56552259,35.26537794,0.0422,0.0068,0,0.5949859027,0.2877757769,0.1413934426,0.3536368976,0.6043043663,0.7944883775,0.2199408902,0.962691605
NDX_80_25_15M_R6,20,5000,63,NDX_80_25,NDX,15m/6m,NASDAQ100_1X,0.8,0.25,15,6,0.1429619423,-0.4111057604,-0.8450709854,0.002,0.6176,0.3338,0.05644452759,0.07464596161,0.1423619842,0.2115823615,0.2319418839,2.998707737,14.32434736,64.83423856,0.1842,0.0432,0.002,0.8294355204,0.2872434433,0.06167867741,0.5786833628,0.8470647363,1.021119927,0.2608421221,0.9579627858
NDX_80_25_15M_R12,20,5000,63,NDX_80_25,NDX,15m/12m,NASDAQ100_1X,0.8,0.25,15,12,0.1494541064,-0.4250534436,-0.8129063667,0.002,0.5328,0.1848,0.05875195299,0.07748195648,0.1486384094,0.222382989,0.2435864798,3.132452506,15.98330892,78.25639468,0.2288,0.055,0.0026,0.8496982628,0.2023609005,0.1248967795,0.5089331377,0.8827731049,1.06036248,0.2726201239,0.9710302919
NDX_80_25_24M_R12,20,5000,63,NDX_80_25,NDX,24m/12m,NASDAQ100_1X,0.8,0.25,24,12,0.1391502429,-0.3772951946,-0.779516894,0.001,0.6572,0,0.0581097229,0.07606282629,0.1380499481,0.2021029501,0.2211628452,3.094668397,13.28086818,54.38408461,0.1038,0.019,0.0006,0.7360342505,0.3030899748,0.133180778,0.4558694968,0.7521843717,0.95296045,0.2710310031,0.9563246082
NDX_80_30_15M_R6,20,5000,63,NDX_80_30,NDX,15m/6m,NASDAQ100_1X,0.8,0.3,15,6,0.155449196,-0.4689144835,-0.898431036,0.0042,0.4286,0.3406,0.05438920698,0.07536891944,0.1544222252,0.2368328114,0.2608669761,2.884157911,17.67232096,103.1300945,0.3724,0.1188,0.0102,0.9902312444,0.2931473393,0.05337361531,0.7124305766,1.012672879,1.197065448,0.3106272135,0.954094181
NDX_80_30_15M_R12,20,5000,63,NDX_80_30,NDX,15m/12m,NASDAQ100_1X,0.8,0.3,15,12,0.1624173757,-0.4828045775,-0.8630858771,0.004,0.32,0.2044,0.05693881837,0.07885261362,0.1609642731,0.247589378,0.273414247,3.026892341,19.7868702,125.7170575,0.4296,0.1448,0.0118,1.009110029,0.1822458724,0.1134766017,0.6349326909,1.049094181,1.235705114,0.3221875356,0.9669144828
NDX_80_30_24M_R12,20,5000,63,NDX_80_30,NDX,24m/12m,NASDAQ100_1X,0.8,0.3,24,12,0.1513652472,-0.42630115,-0.8415845066,0.0014,0.508,0,0.05826715143,0.07814650776,0.1506169459,0.2245960785,0.24679712,3.103890154,16.54303994,82.39784162,0.2236,0.0554,0.0028,0.8746929151,0.3156402515,0.1228359439,0.5640050234,0.8974629182,1.103282256,0.3211008504,0.9507708952
NDX_80_35_15M_R6,20,5000,63,NDX_80_35,NDX,15m/6m,NASDAQ100_1X,0.8,0.35,15,6,0.1664587649,-0.5251388321,-0.9357185936,0.0078,0.2686,0.3596,0.05063203862,0.07394196062,0.1649270848,0.2599901988,0.2881303842,2.685423631,21.18238497,158.1963624,0.5972,0.2508,0.0304,1.150029464,0.3142903655,0.04480896179,0.853284388,1.17549155,1.371530389,0.3598997621,0.9526224206
NDX_80_35_15M_R12,20,5000,63,NDX_80_35,NDX,15m/12m,NASDAQ100_1X,0.8,0.35,15,12,0.1737674658,-0.5405719941,-0.9139091081,0.0072,0.1976,0.228,0.0518606264,0.07784540549,0.17187557,0.2718952249,0.3018970391,2.748933529,23.85777907,195.6738577,0.6588,0.2954,0.041,1.167328373,0.1780634839,0.09461892378,0.7712958774,1.20873004,1.409754132,0.3706906566,0.9676410042
NDX_80_35_24M_R12,20,5000,63,NDX_80_35,NDX,24m/12m,NASDAQ100_1X,0.8,0.35,24,12,0.1624004774,-0.4772714111,-0.8896934058,0.004,0.3098,0,0.05654902751,0.07912045661,0.1612666505,0.2466845715,0.272819019,3.004647322,19.89019707,124.5470096,0.4082,0.1292,0.0102,1.011736366,0.3364280877,0.1120706969,0.6799692391,1.040015183,1.249894064,0.3703239117,0.9478361396
NDX_80_40_15M_R6,20,5000,63,NDX_80_40,NDX,15m/6m,NASDAQ100_1X,0.8,0.4,15,6,0.1759619012,-0.5817961298,-0.9603318192,0.0134,0.1932,0.3824,0.04426916472,0.07066554571,0.1733578914,0.2826891707,0.3145552766,2.378204207,24.46864783,237.4530245,0.7814,0.4352,0.0864,1.30903776,0.3647301693,0.036,1.00032791,1.33513769,1.546679313,0.4087521279,0.9503431056
NDX_80_40_15M_R12,20,5000,63,NDX_80_40,NDX,15m/12m,NASDAQ100_1X,0.8,0.4,15,12,0.1835030507,-0.5960617827,-0.9474491631,0.0136,0.152,0.2542,0.04449527263,0.07515426538,0.1805467935,0.2946551443,0.3296770429,2.388525852,27.64804173,298.4856345,0.8334,0.4856,0.1022,1.324185308,0.1978646196,0.078,0.9181408598,1.362842011,1.587225522,0.4183521647,0.9683321572
NDX_80_40_24M_R12,20,5000,63,NDX_80_40,NDX,24m/12m,NASDAQ100_1X,0.8,0.4,24,12,0.172272874,-0.5275771515,-0.9245339717,0.0054,0.1812,0,0.05353887835,0.07939236299,0.170436838,0.2676174063,0.2973468636,2.83799474,23.27875506,182.4408786,0.5984,0.2484,0.0298,1.147725064,0.3775925632,0.1006603962,0.8035422,1.178316964,1.395959525,0.4189391274,0.9461910369
NDX_85_20_15M_R6,20,5000,63,NDX_85_20,NDX,15m/6m,NASDAQ100_1X,0.85,0.2,15,6,0.133813839,-0.3765780259,-0.8061231369,0.0016,0.6968,0.323,0.05451013089,0.07127973645,0.1327947204,0.1964264887,0.2148555622,2.890781239,12.106661,49.03351024,0.1062,0.0208,0.0008,0.72962216,0.2619658866,0.0839322977,0.4619166351,0.7406189215,0.9528051485,0.2108137922,0.9621323901
NDX_85_20_15M_R12,20,5000,63,NDX_85_20,NDX,15m/12m,NASDAQ100_1X,0.85,0.2,15,12,0.1402462161,-0.3924323647,-0.7817706505,0.0018,0.648,0.1852,0.0565646708,0.07414001055,0.1387402354,0.2069758082,0.2271537021,3.005534343,13.44291113,59.97624561,0.1438,0.0274,0.0014,0.7548679212,0.1832891962,0.1589664988,0.3819746403,0.7825284488,1.006295146,0.2224309467,0.9683968871
NDX_85_20_24M_R12,20,5000,63,NDX_85_20,NDX,24m/12m,NASDAQ100_1X,0.85,0.2,24,12,0.1296187784,-0.3465608909,-0.729214476,0.0006,0.7322,0,0.05600115777,0.07221226903,0.1286584951,0.1865606143,0.2033721033,2.973636585,11.25255374,40.55074581,0.0562,0.0088,0,0.6376974669,0.2720036063,0.1625929862,0.3572337056,0.6461173075,0.8767187261,0.2205749013,0.9567670972
NDX_85_25_15M_R6,20,5000,63,NDX_85_25,NDX,15m/6m,NASDAQ100_1X,0.85,0.25,15,6,0.1482749186,-0.4352057875,-0.8759509073,0.0036,0.54,0.3302,0.05408692893,0.07409507489,0.1473788603,0.2241211401,0.2463531514,2.867665957,15.63640404,81.81301263,0.2612,0.069,0.004,0.9061542453,0.2530916497,0.08227328683,0.5943313241,0.9226143634,1.155691157,0.261059592,0.9534716125
NDX_85_25_15M_R12,20,5000,63,NDX_85_25,NDX,15m/12m,NASDAQ100_1X,0.85,0.25,15,12,0.1552761305,-0.4535881681,-0.8344165078,0.0034,0.442,0.2034,0.05577769008,0.07627480538,0.1533975774,0.2357266144,0.2611724943,2.961076397,17.36123963,103.631052,0.3242,0.0936,0.0054,0.9318608561,0.146175618,0.1411550889,0.4973018252,0.9713899156,1.207839192,0.2729050804,0.9652922979
NDX_85_25_24M_R12,20,5000,63,NDX_85_25,NDX,24m/12m,NASDAQ100_1X,0.85,0.25,24,12,0.143530298,-0.3948726858,-0.8051317649,0.001,0.6096,0,0.05713012765,0.07604927095,0.1425663197,0.2111472259,0.2327141665,3.037868733,14.375679,65.65196824,0.142,0.028,0.0012,0.7881757825,0.2815446788,0.1481802426,0.4618284101,0.8038332004,1.049300469,0.2716196413,0.9498572608
NDX_85_30_15M_R6,20,5000,63,NDX_85_30,NDX,15m/6m,NASDAQ100_1X,0.85,0.3,15,6,0.1610246761,-0.4974794587,-0.922613677,0.0064,0.3478,0.3466,0.05112582582,0.07345059499,0.1596798625,0.2499848335,0.2777677812,2.710779269,19.35362523,134.5980391,0.4894,0.1734,0.019,1.080468386,0.2561943101,0.07336139507,0.7337207284,1.102782525,1.352559806,0.3106557933,0.9513964389
NDX_85_30_15M_R12,20,5000,63,NDX_85_30,NDX,15m/12m,NASDAQ100_1X,0.85,0.3,15,12,0.1683675934,-0.5161930236,-0.8952322199,0.0066,0.2668,0.2292,0.05178046549,0.07588504999,0.1658069218,0.2631659274,0.2924237695,2.744745075,21.50466428,169.0826348,0.5606,0.2252,0.0244,1.10592339,0.1271554408,0.12484994,0.6228202904,1.154244022,1.405791062,0.3219532913,0.9699700111
NDX_85_30_24M_R12,20,5000,63,NDX_85_30,NDX,24m/12m,NASDAQ100_1X,0.85,0.3,24,12,0.1560735054,-0.4469668447,-0.8644978881,0.0026,0.4228,0,0.05623067189,0.0774138168,0.1545917474,0.2354458701,0.2605604737,2.986589769,17.7242955,102.6298657,0.29,0.0768,0.0044,0.9361620103,0.2914913352,0.1411788536,0.5730853233,0.9595467674,1.213839651,0.3215157718,0.9464923909
NDX_85_35_15M_R6,20,5000,63,NDX_85_35,NDX,15m/6m,NASDAQ100_1X,0.85,0.35,15,6,0.1720507575,-0.5580834006,-0.9536293476,0.011,0.236,0.3676,0.04526934121,0.07045030361,0.1697721408,0.2750420671,0.3066107499,2.424176609,23.01576851,210.3412943,0.71,0.3462,0.0594,1.254264046,0.2780481311,0.06381276255,0.8808818781,1.280406849,1.547053415,0.3597022477,0.9491274602
NDX_85_35_15M_R12,20,5000,63,NDX_85_35,NDX,15m/12m,NASDAQ100_1X,0.85,0.35,15,12,0.179556718,-0.5759714729,-0.9380157251,0.0124,0.1914,0.2586,0.04486320091,0.07325605124,0.1766482116,0.2881048545,0.3228317923,2.405409498,25.87812419,269.2108152,0.7826,0.4142,0.0748,1.277776164,0.1242176877,0.1092,0.7607317968,1.328083216,1.602990337,0.3699622623,0.9684314872
NDX_85_35_24M_R12,20,5000,63,NDX_85_35,NDX,24m/12m,NASDAQ100_1X,0.85,0.35,24,12,0.1672902751,-0.4995433074,-0.9086317651,0.0048,0.2578,0,0.05379195893,0.07770487203,0.1653208963,0.2581042337,0.2877574255,2.851659402,21.32606282,157.2828091,0.4992,0.1778,0.0152,1.082159727,0.3086062227,0.1283797316,0.6920346036,1.111553964,1.374047886,0.370464261,0.9450965617
NDX_85_40_15M_R6,20,5000,63,NDX_85_40,NDX,15m/6m,NASDAQ100_1X,0.85,0.4,15,6,0.1813254115,-0.6149018251,-0.9730078669,0.0182,0.2002,0.3996,0.03794520822,0.06631647435,0.1779569166,0.2987167395,0.3354525631,2.10615558,26.45989603,325.5137861,0.8702,0.5518,0.1344,1.427293627,0.3261906406,0.0524,1.036193715,1.454457797,1.740763175,0.4082943259,0.9481970098
NDX_85_40_15M_R12,20,5000,63,NDX_85_40,NDX,15m/12m,NASDAQ100_1X,0.85,0.4,15,12,0.1888471209,-0.6330415909,-0.9644253252,0.0194,0.1738,0.29,0.035861711,0.06893866443,0.1848109042,0.3118235304,0.3510852653,2.023185161,29.71535132,410.8234484,0.9178,0.6166,0.1648,1.448859352,0.1359055542,0.0906,0.9104280328,1.496182431,1.800609664,0.4170441492,0.9679563765
NDX_85_40_24M_R12,20,5000,63,NDX_85_40,NDX,24m/12m,NASDAQ100_1X,0.85,0.4,24,12,0.177203157,-0.5513346225,-0.9396056612,0.0076,0.169,0,0.04910065206,0.07723262233,0.1749704252,0.2800698212,0.3126525227,2.608213613,25.15004291,230.672369,0.6906,0.3264,0.0452,1.22679746,0.3492584382,0.1084,0.8191593488,1.259303172,1.532163761,0.4187657768,0.9447313394
NDX_90_20_15M_R6,20,5000,63,NDX_90_20,NDX,15m/6m,NASDAQ100_1X,0.9,0.2,15,6,0.1379363673,-0.3975914071,-0.8386059595,0.0026,0.668,0.3364,0.0518246575,0.07053190334,0.1368104437,0.2071328693,0.2267990507,2.747052593,12.99454553,59.63053221,0.1508,0.0332,0.0014,0.7943275027,0.2306518398,0.1061233384,0.4692573125,0.8017096047,1.082403216,0.2109708013,0.9585741706
NDX_90_20_15M_R12,20,5000,63,NDX_90_20,NDX,15m/12m,NASDAQ100_1X,0.9,0.2,15,12,0.1449588437,-0.4185853727,-0.8148718471,0.0026,0.5922,0.2136,0.05366348463,0.07260634419,0.1428063136,0.2186985728,0.2420076927,2.844713953,14.43619123,76.29318475,0.2112,0.0454,0.002,0.826419872,0.1318147008,0.1804542613,0.362742621,0.8542350233,1.154511431,0.2225264172,0.9653499983
NDX_90_20_24M_R12,20,5000,63,NDX_90_20,NDX,24m/12m,NASDAQ100_1X,0.9,0.2,24,12,0.1332689066,-0.3616219741,-0.7525134531,0.001,0.7096,0,0.05494770112,0.07180647036,0.1321837069,0.1946869106,0.212760339,2.91486614,11.97672325,47.36959977,0.0776,0.0124,0.0002,0.6813596251,0.2585127472,0.1811505508,0.3588677019,0.6876099896,0.9677435891,0.2210810416,0.9502373347
NDX_90_25_15M_R6,20,5000,63,NDX_90_25,NDX,15m/6m,NASDAQ100_1X,0.9,0.25,15,6,0.1526240817,-0.4615906422,-0.9018989332,0.0046,0.4752,0.3498,0.05040999707,0.07215106855,0.1509146907,0.2356313751,0.2615419683,2.67409628,16.62886761,104.2399267,0.3538,0.107,0.0076,0.9853649106,0.2191481213,0.101958409,0.6044497559,0.9989461611,1.309103354,0.2610091953,0.952891187
NDX_90_25_15M_R12,20,5000,63,NDX_90_25,NDX,15m/12m,NASDAQ100_1X,0.9,0.25,15,12,0.160083397,-0.485311405,-0.8673499656,0.0058,0.3798,0.2392,0.05123126594,0.07318860189,0.1571316184,0.2499232604,0.2782961441,2.71622294,18.52060767,135.7156571,0.443,0.1486,0.0114,1.01884155,0.0952323513,0.1584436422,0.4745548951,1.060413484,1.382852621,0.2726861361,0.9698694107
NDX_90_25_24M_R12,20,5000,63,NDX_90_25,NDX,24m/12m,NASDAQ100_1X,0.9,0.25,24,12,0.1475469075,-0.4140417146,-0.8286410438,0.0018,0.562,0,0.05464922043,0.07577463087,0.1462916972,0.2205395902,0.2440529813,2.89841931,15.34274214,78.84563909,0.187,0.0406,0.0022,0.8413444606,0.2585708422,0.1647157191,0.4646099722,0.8548789527,1.156711637,0.2718845434,0.9468064486
NDX_90_30_15M_R6,20,5000,63,NDX_90_30,NDX,15m/6m,NASDAQ100_1X,0.9,0.3,15,6,0.1653180165,-0.5268886759,-0.9419833426,0.0092,0.3164,0.3712,0.04543787803,0.07011857093,0.1631341542,0.2628750214,0.2938670279,2.432006008,20.53979859,172.8991768,0.608,0.2504,0.0322,1.174918372,0.2207085425,0.09103641457,0.7484059719,1.194294425,1.52875444,0.3103455183,0.9541176717
NDX_90_30_15M_R12,20,5000,63,NDX_90_30,NDX,15m/12m,NASDAQ100_1X,0.9,0.3,15,12,0.1729291158,-0.551264621,-0.9206540218,0.0124,0.2592,0.2712,0.04549545701,0.07105309048,0.1691489925,0.2786248188,0.3125324351,2.434687548,22.77179152,230.250727,0.6966,0.3294,0.0464,1.207885414,0.08209882,0.1394278856,0.5974413302,1.260291139,1.605850544,0.3212382022,0.9726812207
NDX_90_30_24M_R12,20,5000,63,NDX_90_30,NDX,24m/12m,NASDAQ100_1X,0.9,0.3,24,12,0.1602883132,-0.4677893353,-0.8841971085,0.0044,0.3696,0,0.05327620771,0.0766462452,0.1581995554,0.2457221116,0.2744609015,2.823875314,18.86548105,127.7998463,0.3728,0.1096,0.009,0.9984605006,0.265001467,0.1536914102,0.5782393976,1.020633285,1.334768385,0.3215603804,0.944275637
NDX_90_35_15M_R6,20,5000,63,NDX_90_35,NDX,15m/6m,NASDAQ100_1X,0.9,0.35,15,6,0.1760142337,-0.5898956594,-0.9670370762,0.0168,0.2436,0.4016,0.03878185574,0.06558228331,0.1724579487,0.2885810681,0.3252587009,2.140361686,24.09603993,279.2629272,0.8086,0.4638,0.0964,1.362791149,0.244274836,0.084,0.9022001331,1.386601901,1.744049371,0.3591214893,0.9514360556
NDX_90_35_15M_R12,20,5000,63,NDX_90_35,NDX,15m/12m,NASDAQ100_1X,0.9,0.35,15,12,0.1835502907,-0.6130161287,-0.9557247227,0.018,0.214,0.3058,0.03729920372,0.06593231644,0.1790352593,0.3041704002,0.3435648426,2.080084993,26.94857843,367.4283146,0.881,0.5484,0.1232,1.394398289,0.08026828236,0.1194,0.7323992766,1.450876788,1.826505899,0.3685417064,0.973107679
NDX_90_35_24M_R12,20,5000,63,NDX_90_35,NDX,24m/12m,NASDAQ100_1X,0.9,0.35,24,12,0.1715463673,-0.5228101912,-0.9243911773,0.0064,0.2336,0,0.0493225767,0.07639630716,0.1688951144,0.2696847948,0.3031512667,2.619270434,22.67309898,199.4787393,0.5854,0.2354,0.0256,1.153855197,0.2817968729,0.1424854913,0.6998125817,1.182739844,1.507433759,0.3702585892,0.9422208275
NDX_90_40_15M_R6,20,5000,63,NDX_90_40,NDX,15m/6m,NASDAQ100_1X,0.9,0.4,15,6,0.1846892911,-0.648442068,-0.9819427998,0.0248,0.2244,0.4412,0.0287318837,0.0597117935,0.1798720207,0.312876149,0.3554517037,1.762155603,27.33367835,438.2087464,0.929,0.669,0.1944,1.550109096,0.2871496837,0.0714,1.063834122,1.57596717,1.957307953,0.4073834894,0.9505846221
NDX_90_40_15M_R12,20,5000,63,NDX_90_40,NDX,15m/12m,NASDAQ100_1X,0.9,0.4,15,12,0.1919595287,-0.6707658496,-0.9761530049,0.0256,0.2096,0.3502,0.02614819256,0.0600679967,0.1865124029,0.3279088838,0.3723712109,1.675722351,30.58057503,561.6064532,0.9644,0.7458,0.2532,1.579615653,0.0874882501,0.1034,0.8796884689,1.634485291,2.04605718,0.4150977023,0.9718457575
NDX_90_40_24M_R12,20,5000,63,NDX_90_40,NDX,24m/12m,NASDAQ100_1X,0.9,0.4,24,12,0.1813506578,-0.5755103946,-0.9517356328,0.0106,0.174,0,0.04429270357,0.07429042249,0.1784087583,0.291787063,0.3277275673,2.37928341,26.66362747,289.854231,0.776,0.4144,0.0692,1.30757593,0.3210171937,0.1228,0.8298879606,1.340291363,1.678924676,0.4182476371,0.9452520359
