variant,horizon_years,paths,block_days,cell,family,regime,underlying,moneyness,premium_budget,maturity_months,roll_months,mean_cagr,median_max_drawdown,worst_max_drawdown,prob_negative_cagr,prob_below_index,prob_below_canonical,cagr_p5,cagr_p10,cagr_p50,cagr_p90,cagr_p95,terminal_wealth_p5,terminal_wealth_p50,terminal_wealth_p95,prob_drawdown_worse_than_50,prob_drawdown_worse_than_60,prob_drawdown_worse_than_75,mean_delta_exposure,min_exposure_after_loss,underexposed_recovery,delta_p5,delta_p50,delta_p95,mean_option_weight,recovery_exposure_ratio
SPX_85_25_24M_R12,30,5000,63,SPX_85_25,SPX,24m/12m,SP500_1X,0.85,0.25,24,12,0.1252254049,-0.385182402,-0.7548850958,0,0.2552,0,0.07041085236,0.08100284525,0.1247530264,0.1701389721,0.1826501524,7.701149646,34.02397209,153.3869834,0.0964,0.014,0.0002,0.987977867,0.3896577713,0.2009112606,0.6454442151,1.007096354,1.266817618,0.2685509623,0.9248556688
SPX_85_25_30M_R12,30,5000,63,SPX_85_25,SPX,30m/12m,SP500_1X,0.85,0.25,30,12,0.121378278,-0.3657188114,-0.7492340415,0,0.3264,0.7308,0.06928691478,0.07950483822,0.1206315017,0.1638271145,0.1756561855,7.462208778,30.47561717,128.3826401,0.0682,0.0082,0,0.9185186446,0.4160837729,0.2281818182,0.6041707398,0.932362796,1.193016696,0.2678070013,0.9105984575
SPX_85_25_30M_R18,30,5000,63,SPX_85_25,SPX,30m/18m,SP500_1X,0.85,0.25,30,18,0.1237686873,-0.3759459158,-0.7432425654,0,0.2786,0.6,0.06996842123,0.08099165726,0.1227433172,0.1676425456,0.1794884674,7.606222587,32.24654523,141.54979,0.0816,0.0094,0,0.9381261197,0.4062951468,0.2329370321,0.5805422823,0.9583609218,1.230069349,0.2766428149,0.9117113039
SPX_85_30_15M_R6,30,5000,63,SPX_85_30,SPX,15m/6m,SP500_1X,0.85,0.3,15,6,0.1377589173,-0.4664219049,-0.8692828699,0,0.1196,0.394,0.06856892858,0.08169890668,0.1364631069,0.1960496763,0.2111083922,7.31333905,46.42333178,313.0434006,0.3596,0.0986,0.005,1.335374728,0.3362256824,0.1326510134,0.9791009496,1.365421589,1.611112616,0.309260826,0.9376942641
SPX_85_30_15M_R12,30,5000,63,SPX_85_30,SPX,15m/12m,SP500_1X,0.85,0.3,15,12,0.1455068786,-0.4838413694,-0.9026525827,0.0002,0.071,0.1642,0.07121733419,0.0861875997,0.1436417797,0.2067553967,0.2244974655,7.877141974,56.07641089,435.3686648,0.431,0.1288,0.0064,1.364803506,0.2394520451,0.1555555556,0.922841238,1.406147443,1.669750015,0.3199317195,0.9501396332
SPX_85_30_18M_R6,30,5000,63,SPX_85_30,SPX,18m/6m,SP500_1X,0.85,0.3,18,6,0.1338249766,-0.448717578,-0.8638508632,0.0004,0.1456,0.6452,0.06769399399,0.08105499207,0.1328004191,0.1887057985,0.202459944,7.135804961,42.13821767,252.4807466,0.2858,0.0714,0.0028,1.263297301,0.3837333471,0.1456820016,0.9219696794,1.288069276,1.541155188,0.3087985961,0.9275363398
SPX_85_30_18M_R12,30,5000,63,SPX_85_30,SPX,18m/12m,SP500_1X,0.85,0.3,18,12,0.1414611754,-0.4595457939,-0.8869709511,0,0.0862,0.254,0.07212006188,0.08540789901,0.1403809658,0.199277026,0.2150560433,8.078748419,51.47269324,345.147889,0.3274,0.088,0.0036,1.291608837,0.3293535867,0.1923231511,0.8704571979,1.328381466,1.595267943,0.3190456887,0.9304010855
SPX_85_30_24M_R6,30,5000,63,SPX_85_30,SPX,24m/6m,SP500_1X,0.85,0.3,24,6,0.1287217253,-0.4205870063,-0.8326198112,0,0.1942,0.9124,0.06792515677,0.07974444832,0.1277956419,0.1790802021,0.1920717752,7.182300728,36.89639018,194.6151386,0.1892,0.0392,0.0014,1.152803606,0.4353964079,0.1587658357,0.8349751228,1.169945958,1.429754021,0.3089080607,0.9210228324
SPX_85_30_24M_R12,30,5000,63,SPX_85_30,SPX,24m/12m,SP500_1X,0.85,0.3,24,12,0.1357621138,-0.430445584,-0.8075631966,0,0.1188,0,0.07277480346,0.08449524715,0.1348371042,0.1880096372,0.2020895915,8.228087244,44.47142581,250.158078,0.2042,0.0396,0.0014,1.176290443,0.4084400138,0.1968376242,0.7932478751,1.20238255,1.478161256,0.3189153025,0.9176940286
SPX_85_30_30M_R12,30,5000,63,SPX_85_30,SPX,30m/12m,SP500_1X,0.85,0.3,30,12,0.1314744675,-0.4058577637,-0.8178381801,0,0.1596,0.725,0.07174309911,0.08333267385,0.1304396755,0.1808735351,0.1943267615,7.99396184,39.58171824,205.9684332,0.1426,0.0234,0.0006,1.094199777,0.4529653995,0.2303092784,0.7408189526,1.112988431,1.390798687,0.3182973069,0.9021480523
SPX_85_30_30M_R18,30,5000,63,SPX_85_30,SPX,30m/18m,SP500_1X,0.85,0.3,30,18,0.1340170255,-0.4170128496,-0.8119757872,0,0.1292,0.6058,0.07270522684,0.08511451499,0.1329213645,0.1846064996,0.1980165398,8.212089622,42.27340263,225.9394205,0.1642,0.0312,0.0006,1.114187574,0.4277930071,0.2367130008,0.7157890704,1.140831144,1.42713947,0.3272828702,0.9038351496
SPX_85_35_15M_R6,30,5000,63,SPX_85_35,SPX,15m/6m,SP500_1X,0.85,0.35,15,6,0.1472004787,-0.5214595283,-0.9131504196,0.0006,0.0804,0.4124,0.06731397839,0.08280420477,0.1454934257,0.2142294014,0.2324758517,7.059999188,58.86522212,529.0258755,0.5954,0.2298,0.0204,1.552177187,0.375318967,0.1292,1.160777144,1.586640558,1.852378643,0.3587582287,0.9345865873
SPX_85_35_15M_R12,30,5000,63,SPX_85_35,SPX,15m/12m,SP500_1X,0.85,0.35,15,12,0.1555077648,-0.5403702854,-0.9396613252,0.0004,0.0566,0.1906,0.06999819004,0.08792386189,0.1533037076,0.2258912008,0.2465302944,7.612574642,72.17644949,743.3890639,0.6764,0.2844,0.0278,1.581155553,0.2395758909,0.1414,1.108446755,1.623256471,1.916714438,0.3689919494,0.9489233882
SPX_85_35_18M_R6,30,5000,63,SPX_85_35,SPX,18m/6m,SP500_1X,0.85,0.35,18,6,0.1430216843,-0.5014740983,-0.9080896988,0.001,0.092,0.6566,0.06782709187,0.08257714492,0.1416678331,0.205452831,0.222167639,7.162540187,53.24412762,411.1901695,0.5056,0.1694,0.0122,1.468475183,0.4277655525,0.1436287257,1.091730447,1.498334447,1.770472999,0.3583470746,0.9241562892
SPX_85_35_18M_R12,30,5000,63,SPX_85_35,SPX,18m/12m,SP500_1X,0.85,0.35,18,12,0.1512823756,-0.5128624334,-0.9270335443,0.0008,0.0548,0.2704,0.07165055724,0.08704189801,0.1492467227,0.2170011438,0.2365799149,7.973279786,64.93531679,584.5102325,0.5572,0.197,0.015,1.495902392,0.3442978105,0.1846,1.044095577,1.536200295,1.824975619,0.3683174564,0.9285005712
SPX_85_35_24M_R6,30,5000,63,SPX_85_35,SPX,24m/6m,SP500_1X,0.85,0.35,24,6,0.1375907281,-0.4680446807,-0.8818523818,0.0004,0.1112,0.915,0.06835820625,0.08233349135,0.1362866888,0.1950114269,0.2100959005,7.270195011,46.20761883,305.2861258,0.3604,0.0958,0.0042,1.340166393,0.4879221072,0.153722657,0.9878747586,1.361733276,1.641024361,0.3586898752,0.9186644075
SPX_85_35_24M_R12,30,5000,63,SPX_85_35,SPX,24m/12m,SP500_1X,0.85,0.35,24,12,0.1453982737,-0.4769632111,-0.8617563665,0,0.0632,0,0.07329130115,0.08740587035,0.1438854066,0.205274466,0.2217541134,8.347769805,56.43590669,407.0365956,0.387,0.104,0.0042,1.362930984,0.4417978737,0.1885771543,0.9470978518,1.394584828,1.684339843,0.3685243628,0.916373154
SPX_85_35_30M_R12,30,5000,63,SPX_85_35,SPX,30m/12m,SP500_1X,0.85,0.35,30,12,0.1407774694,-0.4492656481,-0.8693499312,0,0.0766,0.723,0.07330422332,0.08658427849,0.1393336998,0.1968208837,0.2124819004,8.35078313,50.07326173,323.8713156,0.2704,0.0626,0.0022,1.267592704,0.4952187923,0.2206148282,0.8823323321,1.291994971,1.583965644,0.3681020333,0.8983003752
SPX_85_35_30M_R18,30,5000,63,SPX_85_35,SPX,30m/18m,SP500_1X,0.85,0.35,30,18,0.143425211,-0.4616090006,-0.8641469781,0,0.0648,0.6104,0.07453191273,0.08807307024,0.1416874001,0.2007742186,0.2169304225,8.642159784,53.27151449,361.4840848,0.3166,0.0774,0.0024,1.287886165,0.4579006694,0.2274824473,0.8587107102,1.319254969,1.617184315,0.376891862,0.9052085829
SPX_85_40_15M_R6,30,5000,63,SPX_85_40,SPX,15m/6m,SP500_1X,0.85,0.4,15,6,0.1554973136,-0.576475282,-0.9435228693,0.0016,0.071,0.4454,0.06561466485,0.08221087274,0.1532900576,0.2308349181,0.2533982651,6.730439908,72.15081963,876.6110794,0.796,0.407,0.0632,1.767659112,0.4319848442,0.117,1.346875776,1.805184668,2.093092081,0.4079217752,0.931412257
SPX_85_40_15M_R12,30,5000,63,SPX_85_40,SPX,15m/12m,SP500_1X,0.85,0.4,15,12,0.1642275236,-0.5955119257,-0.9636984132,0.001,0.053,0.2204,0.06835429148,0.0869238882,0.1613651859,0.2435366256,0.2675185008,7.269395983,88.95149114,1226.789781,0.859,0.4814,0.0846,1.795722406,0.2546947033,0.1266,1.303132952,1.836236531,2.165055735,0.4172911924,0.9495380367
SPX_85_40_18M_R6,30,5000,63,SPX_85_40,SPX,18m/6m,SP500_1X,0.85,0.4,18,6,0.1512042849,-0.5520231989,-0.9431962613,0.0012,0.073,0.67,0.06576296761,0.08283797283,0.149376248,0.222279952,0.2419878602,6.758598302,65.15523451,666.2687004,0.715,0.3244,0.0398,1.673608874,0.4864629292,0.1342,1.265383407,1.706432595,1.998581513,0.4076296358,0.9235746781
SPX_85_40_18M_R12,30,5000,63,SPX_85_40,SPX,18m/12m,SP500_1X,0.85,0.4,18,12,0.1599797938,-0.5641079663,-0.9539793897,0.0012,0.0488,0.293,0.07036640743,0.08711210937,0.1575662136,0.234569707,0.2571639087,7.691562079,80.62362319,959.1647259,0.7786,0.363,0.0498,1.698747721,0.3825880778,0.1624,1.224609846,1.739977274,2.053953518,0.4169580498,0.9254321
SPX_85_40_24M_R6,30,5000,63,SPX_85_40,SPX,24m/6m,SP500_1X,0.85,0.4,24,6,0.1456134258,-0.5166979032,-0.9177935458,0.0008,0.0788,0.9202,0.06785007019,0.08316360849,0.1436472928,0.2101444845,0.2281628958,7.167165692,56.08451886,476.2131605,0.5716,0.2042,0.018,1.526676937,0.5513615353,0.1466,1.142753729,1.552127645,1.849498723,0.4081095043,0.9156506969
SPX_85_40_24M_R12,30,5000,63,SPX_85_40,SPX,24m/12m,SP500_1X,0.85,0.4,24,12,0.1541398075,-0.5241144404,-0.9089627794,0.0006,0.0426,0,0.07343769878,0.08892932729,0.1521385178,0.2216153571,0.2408924511,8.381996698,70.02047877,648.8623801,0.6164,0.217,0.0196,1.548190863,0.4947738069,0.1808,1.107838085,1.582000738,1.888829414,0.4175468805,0.9189154971
SPX_85_40_30M_R12,30,5000,63,SPX_85_40,SPX,30m/12m,SP500_1X,0.85,0.4,30,12,0.1492958931,-0.49395942,-0.9075707981,0.0002,0.0458,0.7148,0.07397363767,0.08800630108,0.1473910148,0.2118484121,0.2303106241,8.508462014,61.86216044,501.8413919,0.472,0.1366,0.0066,1.440076463,0.5531647241,0.2096,1.029890724,1.467953211,1.773114567,0.417314856,0.8966340168
SPX_85_40_30M_R18,30,5000,63,SPX_85_40,SPX,30m/18m,SP500_1X,0.85,0.4,30,18,0.1520165246,-0.5070485368,-0.9033278048,0.0004,0.0416,0.6042,0.07473272903,0.08978024407,0.1498855346,0.216041373,0.2349006115,8.690746751,66.02696764,561.15867,0.5316,0.1584,0.0088,1.459299611,0.507269301,0.2132426485,1.008441734,1.493378768,1.805424547,0.4257319804,0.9062348424
SPX_85_45_15M_R6,30,5000,63,SPX_85_45,SPX,15m/6m,SP500_1X,0.85,0.45,15,6,0.1626136161,-0.6296435165,-0.9641293499,0.0024,0.0776,0.4804,0.06097555611,0.07996134225,0.1599653778,0.2474347244,0.2730243119,5.904683089,85.79050701,1397.157714,0.9254,0.6132,0.1458,1.983349926,0.5156461734,0.1056,1.535192989,2.021736436,2.334990583,0.4567536747,0.9344152144
SPX_85_45_15M_R12,30,5000,63,SPX_85_45,SPX,15m/12m,SP500_1X,0.85,0.45,15,12,0.1716360302,-0.6483654037,-0.9788760041,0.0024,0.0598,0.2582,0.06414265604,0.08509925055,0.1689160059,0.2605500305,0.2877679552,6.457027795,108.0418362,1973.691827,0.9544,0.6866,0.1894,2.009586655,0.2932103188,0.1136,1.503420011,2.046453516,2.41763919,0.464936655,0.9492852065
SPX_85_45_18M_R6,30,5000,63,SPX_85_45,SPX,18m/6m,SP500_1X,0.85,0.45,18,6,0.1583454472,-0.6042962959,-0.9682461892,0.0018,0.074,0.691,0.0625132372,0.08158728653,0.1557687204,0.2381082618,0.2612276744,6.166894924,76.95098339,1056.678714,0.8782,0.5156,0.1024,1.877585515,0.5763960091,0.126,1.440460698,1.912272479,2.225868694,0.4566146231,0.9238710312
SPX_85_45_18M_R12,30,5000,63,SPX_85_45,SPX,18m/12m,SP500_1X,0.85,0.45,18,12,0.1675371099,-0.6150050592,-0.971709036,0.0018,0.0538,0.318,0.06727924343,0.08617686688,0.1648175846,0.2506495189,0.2755219983,7.053110499,97.23628071,1481.778473,0.915,0.5612,0.1186,1.900800261,0.4494267656,0.1444,1.410938919,1.94007368,2.285906319,0.4650369372,0.9263215654
SPX_85_45_24M_R6,30,5000,63,SPX_85_45,SPX,24m/6m,SP500_1X,0.85,0.45,24,6,0.1527729128,-0.5635901306,-0.9502046703,0.0014,0.068,0.9236,0.06540460494,0.08296748401,0.150314856,0.224948451,0.2457909386,6.690750074,66.77057601,730.2737446,0.7694,0.3602,0.0476,1.713023414,0.6425659961,0.1374,1.299914112,1.740316029,2.056425093,0.4572506739,0.9163514772
SPX_85_45_24M_R12,30,5000,63,SPX_85_45,SPX,24m/12m,SP500_1X,0.85,0.45,24,12,0.1619836885,-0.5707886482,-0.9449634719,0.0012,0.0388,0,0.0710000347,0.08880313295,0.159569333,0.2368049289,0.2585789733,7.829343127,84.91602388,992.0899318,0.8034,0.3866,0.0492,1.732084218,0.5721254641,0.1666,1.27284881,1.766594427,2.092465549,0.4660578484,0.9181608371
SPX_85_45_30M_R12,30,5000,63,SPX_85_45,SPX,30m/12m,SP500_1X,0.85,0.45,30,12,0.1570311985,-0.5382698265,-0.9355719181,0.0008,0.0378,0.7012,0.0734559067,0.08868494421,0.1545026001,0.2264566258,0.248296301,8.386263208,74.46168834,775.6438926,0.6834,0.2554,0.0228,1.611095612,0.6327716399,0.1946,1.180214243,1.641410172,1.960561589,0.4659953421,0.897964286
SPX_85_45_30M_R18,30,5000,63,SPX_85_45,SPX,30m/18m,SP500_1X,0.85,0.45,30,18,0.1598035034,-0.5511202415,-0.9323902356,0.0008,0.034,0.5966,0.07398861048,0.09116336739,0.1573574435,0.2309254772,0.2520336704,8.5120251,80.18851606,848.4263575,0.736,0.2922,0.0302,1.629614801,0.5777706741,0.1984,1.163174678,1.662068105,1.993520868,0.4738908385,0.9089739637
SPX_90_30_15M_R6,30,5000,63,SPX_90_30,SPX,15m/6m,SP500_1X,0.9,0.3,15,6,0.1411000674,-0.5067351264,-0.9090043898,0.0008,0.131,0.445,0.06303007651,0.07799374926,0.1392029596,0.2072161732,0.2244826988,6.257529793,49.90116049,435.2111334,0.5294,0.1898,0.0148,1.508083306,0.2787338122,0.1562312462,1.026849547,1.539844968,1.904229726,0.3089575455,0.938167122
SPX_90_30_15M_R12,30,5000,63,SPX_90_30,SPX,15m/12m,SP500_1X,0.9,0.3,15,12,0.1494954667,-0.5307956363,-0.937274863,0.0006,0.093,0.2374,0.06470626472,0.08213373875,0.1471702775,0.2200761504,0.2412288838,6.56041982,61.50610927,654.1610366,0.6356,0.2538,0.0234,1.554407566,0.1477514801,0.1776,0.9241153543,1.609016572,2.003395694,0.3190645124,0.9534045193
SPX_90_30_18M_R6,30,5000,63,SPX_90_30,SPX,18m/6m,SP500_1X,0.9,0.3,18,6,0.1373669906,-0.4817015659,-0.8999669387,0.0008,0.1442,0.6512,0.06422763489,0.07892023148,0.1359035774,0.1989713153,0.2147515551,6.472513974,45.74248907,342.562321,0.4212,0.1284,0.0088,1.408219586,0.3374670624,0.167834969,0.967183943,1.433532883,1.78969835,0.3086587613,0.9318649494
SPX_90_30_18M_R12,30,5000,63,SPX_90_30,SPX,18m/12m,SP500_1X,0.9,0.3,18,12,0.145449503,-0.498100831,-0.9203882469,0.0008,0.0974,0.3036,0.06742187198,0.08183072154,0.1434425942,0.2115264197,0.2307490357,7.081442208,55.78413101,507.2342794,0.4888,0.1586,0.0112,1.450738382,0.2542339189,0.2141713371,0.8876941966,1.493324074,1.87495706,0.3186130743,0.9282822038
SPX_90_30_24M_R6,30,5000,63,SPX_90_30,SPX,24m/6m,SP500_1X,0.9,0.3,24,6,0.1324592266,-0.4455213264,-0.8661025776,0,0.169,0.8802,0.06585479998,0.07916168473,0.1311747326,0.1876427989,0.2026188494,6.776091736,40.36121038,253.48368,0.2754,0.0658,0.002,1.263389152,0.404100576,0.1781180737,0.8725341976,1.279475321,1.621755364,0.3090232841,0.9250484182
SPX_90_30_24M_R12,30,5000,63,SPX_90_30,SPX,24m/12m,SP500_1X,0.9,0.3,24,12,0.1397765447,-0.4582607022,-0.8446501662,0,0.1086,0,0.07088343112,0.08363449323,0.1384741495,0.1976422516,0.2134516844,7.803810326,48.95221342,331.7337724,0.3092,0.0728,0.0026,1.295113242,0.3659124656,0.2178714859,0.8180809356,1.32151701,1.691031092,0.31897935,0.9131993244
SPX_90_30_30M_R12,30,5000,63,SPX_90_30,SPX,30m/12m,SP500_1X,0.9,0.3,30,12,0.1353309742,-0.4275260948,-0.8494643314,0,0.13,0.6982,0.07059624586,0.08311267576,0.1339375531,0.1890621726,0.2047026061,7.741266996,43.42590882,266.9977833,0.1984,0.0418,0.0008,1.190162662,0.4191660968,0.2457919286,0.7656698507,1.207968924,1.563873836,0.3185677818,0.9008535061
SPX_90_30_30M_R18,30,5000,63,SPX_90_30,SPX,30m/18m,SP500_1X,0.9,0.3,30,18,0.1380661306,-0.442223821,-0.8465818645,0,0.1144,0.5854,0.07117348286,0.0844855526,0.1363856289,0.1940926086,0.2096740899,7.86747334,46.32848204,302.1095995,0.2482,0.0556,0.0012,1.216837957,0.3851875868,0.2543877345,0.7327308807,1.244079986,1.612723015,0.3275132319,0.8981413448
SPX_90_35_15M_R6,30,5000,63,SPX_90_35,SPX,15m/6m,SP500_1X,0.9,0.35,15,6,0.1501368098,-0.5655380893,-0.9436917554,0.0018,0.108,0.4792,0.06061059562,0.07735469721,0.1478320267,0.2256820282,0.2475511634,5.844055114,62.57950385,761.8728717,0.7608,0.3716,0.0526,1.751721071,0.312932829,0.1538,1.222273502,1.790938126,2.18176319,0.3581734656,0.9391535207
SPX_90_35_15M_R12,30,5000,63,SPX_90_35,SPX,15m/12m,SP500_1X,0.9,0.35,15,12,0.1588683124,-0.5921543452,-0.9645879161,0.0014,0.085,0.2722,0.06111098882,0.08090188906,0.1559692964,0.2404771613,0.2649757909,5.927337538,77.35265854,1155.065744,0.8494,0.4696,0.0782,1.799060612,0.1461742349,0.1638,1.118615284,1.856921448,2.290355714,0.367443141,0.9531355306
SPX_90_35_18M_R6,30,5000,63,SPX_90_35,SPX,18m/6m,SP500_1X,0.9,0.35,18,6,0.1463976151,-0.5378741949,-0.9363541658,0.0014,0.108,0.6678,0.06246545474,0.07933062376,0.1444445517,0.2166855566,0.2366004875,6.158580427,57.26943951,584.8017992,0.6566,0.27,0.032,1.636737019,0.3815154284,0.1668,1.148130362,1.668536473,2.051348011,0.3580451036,0.9311116396
SPX_90_35_18M_R12,30,5000,63,SPX_90_35,SPX,18m/12m,SP500_1X,0.9,0.35,18,12,0.1549481096,-0.5547925973,-0.9522319752,0.0014,0.082,0.3326,0.06534497941,0.0819122173,0.1522047522,0.2298900352,0.2531663935,6.679524366,70.14135384,871.7588616,0.7394,0.331,0.044,1.678762353,0.2694167886,0.201,1.067835763,1.728600527,2.136416429,0.3673137382,0.9294672464
SPX_90_35_24M_R6,30,5000,63,SPX_90_35,SPX,24m/6m,SP500_1X,0.9,0.35,24,6,0.1414225989,-0.4963330694,-0.9093952141,0.0008,0.1078,0.8824,0.06591959792,0.08095050711,0.1395620443,0.2044839863,0.2217135429,6.788465886,50.37521977,406.631419,0.4844,0.1574,0.0102,1.468047856,0.4557358286,0.1804721889,1.033257197,1.489690238,1.857973773,0.3586024296,0.9180812134
SPX_90_35_24M_R12,30,5000,63,SPX_90_35,SPX,24m/12m,SP500_1X,0.9,0.35,24,12,0.1494422992,-0.5087868521,-0.8927312204,0.0006,0.068,0,0.06998727156,0.0853077567,0.147501694,0.2159394536,0.2348855523,7.610244349,62.041441,560.9533231,0.5358,0.1682,0.0116,1.499728756,0.3939823795,0.2098,0.9796774538,1.534061808,1.9222483,0.3683061586,0.914007017
SPX_90_35_30M_R12,30,5000,63,SPX_90_35,SPX,30m/12m,SP500_1X,0.9,0.35,30,12,0.1447919885,-0.4746894112,-0.8959839438,0,0.0734,0.6874,0.07121236214,0.08525955197,0.1430073511,0.2063157443,0.22368222,7.876044769,55.15059236,426.7559095,0.3732,0.1024,0.004,1.377779374,0.4638066256,0.2415381534,0.9133454991,1.402585987,1.775630977,0.3681342965,0.8979334868
SPX_90_35_30M_R18,30,5000,63,SPX_90_35,SPX,30m/18m,SP500_1X,0.9,0.35,30,18,0.1475874114,-0.4896353695,-0.8932523208,0.0002,0.0698,0.5802,0.07172815459,0.08676503546,0.1455816311,0.2105407375,0.2293435529,7.990619039,59.00136335,490.1408501,0.4478,0.1184,0.0048,1.405215016,0.4155496458,0.2458491698,0.8803279406,1.439658856,1.82332884,0.3767800049,0.9004876409
SPX_90_40_15M_R6,30,5000,63,SPX_90_40,SPX,15m/6m,SP500_1X,0.9,0.4,15,6,0.1577638074,-0.6235773897,-0.9660295885,0.003,0.1112,0.5128,0.05593317081,0.07484228811,0.1549078267,0.2435133991,0.2687648897,5.118295544,75.24986831,1263.50799,0.9112,0.5962,0.1386,1.994366886,0.3666553236,0.1448,1.422476176,2.039024132,2.456854871,0.4069999092,0.9401614804
SPX_90_40_15M_R12,30,5000,63,SPX_90_40,SPX,15m/12m,SP500_1X,0.9,0.4,15,12,0.1666259256,-0.6500794362,-0.9807495612,0.0034,0.0916,0.316,0.05680694772,0.07799555868,0.1631999312,0.2592349871,0.2864789828,5.246898257,93.26548171,1915.274011,0.9552,0.6898,0.1914,2.041681342,0.1567368605,0.1432,1.325150832,2.099547757,2.577468193,0.415020682,0.9547785018
SPX_90_40_18M_R6,30,5000,63,SPX_90_40,SPX,18m/6m,SP500_1X,0.9,0.4,18,6,0.154206787,-0.5934568477,-0.9605929086,0.0022,0.1034,0.6874,0.05874020612,0.07811337661,0.1517254908,0.2338093912,0.2574569581,5.54263428,69.27131379,965.8957537,0.8496,0.4756,0.0886,1.863757469,0.4406848478,0.162,1.333533299,1.901507841,2.30838603,0.407070857,0.928500915
SPX_90_40_18M_R12,30,5000,63,SPX_90_40,SPX,18m/12m,SP500_1X,0.9,0.4,18,12,0.1630742107,-0.6099616104,-0.9721561947,0.0018,0.082,0.3602,0.06178208052,0.08003807987,0.1600308326,0.2480644175,0.2737478117,6.040840789,85.93582119,1421.17473,0.9006,0.5424,0.1116,1.905219706,0.3029188172,0.1808,1.258365506,1.9578121,2.396821078,0.41544205,0.9333065407
SPX_90_40_24M_R6,30,5000,63,SPX_90_40,SPX,24m/6m,SP500_1X,0.9,0.4,24,6,0.1493968883,-0.5471594352,-0.9396771384,0.0014,0.0908,0.8832,0.0640851855,0.08057272347,0.1466145145,0.2204627301,0.2410367691,6.446571955,60.6183994,651.1302701,0.6948,0.3032,0.0352,1.671964863,0.5224053806,0.1796,1.197458803,1.698627575,2.089890607,0.4079025488,0.9186454207
SPX_90_40_24M_R12,30,5000,63,SPX_90_40,SPX,24m/12m,SP500_1X,0.9,0.4,24,12,0.1580570827,-0.5585721487,-0.9302055877,0.0012,0.057,0,0.06842772174,0.08594383106,0.1555490678,0.2331209199,0.2551424966,7.284400498,76.51344662,913.9579018,0.7448,0.3336,0.0364,1.702853064,0.4493420404,0.1976,1.148833874,1.741328686,2.149309904,0.4170290773,0.9149164569
SPX_90_40_30M_R12,30,5000,63,SPX_90_40,SPX,30m/12m,SP500_1X,0.9,0.4,30,12,0.1533513933,-0.5214412084,-0.9292512855,0.0008,0.0526,0.6758,0.07080201757,0.08627054662,0.1504505676,0.2215408479,0.2426729041,7.786030417,67.00731334,677.3830811,0.5948,0.2016,0.0152,1.564284977,0.5223194212,0.231,1.067252653,1.59504123,1.982466976,0.4171213481,0.8965022354
SPX_90_40_30M_R18,30,5000,63,SPX_90_40,SPX,30m/18m,SP500_1X,0.9,0.4,30,18,0.1561665329,-0.536402087,-0.9270047325,0.0008,0.0544,0.5758,0.07113179621,0.08801033751,0.1536330407,0.2272098903,0.2479592085,7.858292586,72.79734747,769.3844252,0.6758,0.244,0.0212,1.591533992,0.4640404803,0.233,1.036292563,1.630153058,2.029582539,0.4253739098,0.9033994282
SPX_90_45_15M_R6,30,5000,63,SPX_90_45,SPX,15m/6m,SP500_1X,0.9,0.45,15,6,0.1639423755,-0.677975411,-0.9800776364,0.0068,0.1222,0.5512,0.05014784833,0.07082144562,0.1603934287,0.2599825145,0.2893485596,4.340529261,86.74537426,2047.677951,0.9784,0.784,0.2666,2.236290951,0.4402924557,0.1366,1.626428793,2.284442295,2.73193219,0.4555275484,0.940003661
SPX_90_45_15M_R12,30,5000,63,SPX_90_45,SPX,15m/12m,SP500_1X,0.9,0.45,15,12,0.1727337341,-0.7052199748,-0.9899722007,0.0076,0.1074,0.3662,0.05024076199,0.0723359104,0.1686959189,0.2767512087,0.308017777,4.352063737,107.4332045,3151.87534,0.9914,0.8512,0.338,2.283317252,0.1798321857,0.1278,1.541668398,2.338067888,2.868451358,0.4619935916,0.9554467857
SPX_90_45_18M_R6,30,5000,63,SPX_90_45,SPX,18m/6m,SP500_1X,0.9,0.45,18,6,0.1607656638,-0.6458264792,-0.9801382914,0.004,0.1098,0.7126,0.05356338997,0.07498688636,0.1579759269,0.2501748466,0.277049965,4.784668201,81.48415044,1535.967987,0.9508,0.6756,0.1822,2.090147683,0.5249127717,0.1528,1.521226996,2.131675567,2.564773269,0.4557973281,0.9308951396
SPX_90_45_18M_R12,30,5000,63,SPX_90_45,SPX,18m/12m,SP500_1X,0.9,0.45,18,12,0.169811125,-0.662954463,-0.9842827888,0.0042,0.0946,0.3916,0.05703565239,0.07737117247,0.1661472594,0.2644755461,0.2938692903,5.281071515,100.6220729,2274.394327,0.9732,0.7502,0.2208,2.130420964,0.3578793818,0.1664,1.461306232,2.182991123,2.658027895,0.4630334437,0.9341328074
SPX_90_45_24M_R6,30,5000,63,SPX_90_45,SPX,24m/6m,SP500_1X,0.9,0.45,24,6,0.1563650722,-0.5976920968,-0.9636388435,0.0018,0.0876,0.8874,0.06012081001,0.07982146435,0.1532320536,0.2365123515,0.2595810941,5.763622242,72.04202566,1016.064793,0.8664,0.4906,0.0888,1.875418449,0.6161212453,0.1694,1.363741299,1.905296091,2.318925836,0.4568775132,0.9195875805
