return_end,execution_close,signal_close,reason,stage,transfer_to_reserve,net_deployed,asset,favorable,streak,row,series,fund,lag,cost_bps,deployment,cap,harvest,rebalance,remaining_tagged_risky_wealth_at_sample_end
2022-03-25,2022-03-24,2022-03-24,deployment,recovery_1_of_3,-0.5943029917,0.5937171932,SSO,True,1,8945,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,0.8467736964
2022-04-08,2022-04-07,2022-04-07,deployment,recovery_1_of_3,-0.3955078842,0.3951162017,SSO,True,1,8955,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,0.5724341023
2022-12-01,2022-11-30,2022-11-30,deployment,recovery_1_of_3,-0.2673746667,0.267109206,SSO,True,1,9118,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,0.4241320942
2023-01-17,2023-01-13,2023-01-13,deployment,recovery_1_of_3,-0.1788448592,0.1786669061,SSO,True,1,9148,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,0.2955436517
2023-01-23,2023-01-20,2023-01-20,deployment,recovery_1_of_3,-0.1190987755,0.1189800831,SSO,True,1,9152,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,0.2022495902
2023-02-21,2023-02-17,2023-02-17,deployment,recovery_2_of_3,-0.1195304134,0.1195302184,SSO,True,21,9172,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,0.1933139321
2023-03-17,2023-03-16,2023-03-16,deployment,recovery_1_of_3,-0.03986764857,0.03982782758,SSO,True,1,9190,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,0.06936723979
2023-03-21,2023-03-20,2023-03-20,deployment,recovery_1_of_3,-0.02653851894,0.02651200142,SSO,True,1,9192,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,0.04689748573
2023-04-19,2023-04-18,2023-04-18,deployment,recovery_2_of_3,-0.02664178131,0.02664177169,SSO,True,21,9212,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,0.04279769203
2023-06-15,2023-06-14,2023-06-14,deployment,recovery_3_of_3,-0.0268072042,0.02680719535,SSO,True,61,9252,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,0.03915036206
2025-03-25,2025-03-24,2025-03-24,deployment,recovery_1_of_3,-3.588335375,3.584962755,SSO,True,1,9696,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,3.916142737
2025-05-13,2025-05-12,2025-05-12,deployment,recovery_1_of_3,-2.401601108,2.399295866,SSO,True,1,9730,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,2.613934588
2025-06-11,2025-06-10,2025-06-10,deployment,recovery_2_of_3,-2.409934657,2.409888941,SSO,True,21,9750,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,2.4659719
2025-08-08,2025-08-07,2025-08-07,deployment,recovery_3_of_3,-14.01432876,14.01291445,SSO,True,61,9790,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,14.31528899
2026-04-09,2026-04-08,2026-04-08,deployment,recovery_1_of_3,-4.897644904,4.893065981,SSO,True,1,9957,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,5.114840108
2026-05-07,2026-05-06,2026-05-06,deployment,recovery_2_of_3,-4.911519792,4.911381893,SSO,True,21,9977,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,4.371524603
2026-07-07,2026-07-06,2026-07-06,deployment,recovery_3_of_3,-17.7536153,17.75187833,SSO,True,61,10017,ASYMMETRIC_RESERVE_BAND,SSO,LAG1,10,staged,0.2,0.1,rule,16.41205181
1987-10-20,1987-10-19,1987-10-19,deployment,drawdown_20_30,-0.03056703404,0.030566095,SP500_1X,False,0,268,HWM_DRAWDOWN,SSO,LAG1,10,drawdown,0.15,0.1,rule,4.051651235
2001-03-13,2001-03-12,2001-03-12,deployment,drawdown_20,-0.3329494047,0.3329377748,SP500_1X,False,0,3652,HWM_DRAWDOWN,SSO,LAG1,10,drawdown,0.15,0.1,rule,5.372059601
2001-09-18,2001-09-17,2001-09-17,deployment,drawdown_30,-0.4242164758,0.4241956082,SP500_1X,False,0,3779,HWM_DRAWDOWN,SSO,LAG1,10,drawdown,0.15,0.1,rule,7.724148848
2002-07-19,2002-07-18,2002-07-18,deployment,drawdown_40,-0.4307412463,0.4307154015,SP500_1X,False,0,3989,HWM_DRAWDOWN,SSO,LAG1,10,drawdown,0.15,0.1,rule,9.669027671
2008-07-15,2008-07-14,2008-07-14,deployment,drawdown_20,-0.1266944293,0.1266929036,SP500_1X,False,0,5496,HWM_DRAWDOWN,SSO,LAG1,10,drawdown,0.15,0.1,rule,1.918201586
2008-10-07,2008-10-06,2008-10-06,deployment,drawdown_30,-0.1588963106,0.1588935569,SP500_1X,False,0,5555,HWM_DRAWDOWN,SSO,LAG1,10,drawdown,0.15,0.1,rule,2.781814994
2008-10-10,2008-10-09,2008-10-09,deployment,drawdown_40,-0.1589052422,0.1589020646,SP500_1X,False,0,5558,HWM_DRAWDOWN,SSO,LAG1,10,drawdown,0.15,0.1,rule,3.229548096
2008-11-21,2008-11-20,2008-11-20,deployment,drawdown_50,-0.1907766987,0.1907712059,SP500_1X,False,0,5588,HWM_DRAWDOWN,SSO,LAG1,10,drawdown,0.15,0.1,rule,4.673011367
2020-03-13,2020-03-12,2020-03-12,deployment,drawdown_20,-0.9155960751,0.9155740637,SP500_1X,False,0,8432,HWM_DRAWDOWN,SSO,LAG1,10,drawdown,0.15,0.1,rule,4.434934929
2020-03-23,2020-03-20,2020-03-20,deployment,drawdown_30,-1.144546949,1.144510221,SP500_1X,False,0,8438,HWM_DRAWDOWN,SSO,LAG1,10,drawdown,0.15,0.1,rule,5.962924312
2022-06-14,2022-06-13,2022-06-13,deployment,drawdown_20,-1.391055154,1.391028462,SP500_1X,False,0,9000,HWM_DRAWDOWN,SSO,LAG1,10,drawdown,0.15,0.1,rule,3.665381443
1987-10-20,1987-10-19,1987-10-19,deployment,drawdown_20_30,-0.0477164415,0.04771412903,SP500_1X,False,0,268,BAND_DRAWDOWN,SSO,LAG1,10,drawdown,0.2,0.1,rule,6.125022933
2001-03-13,2001-03-12,2001-03-12,deployment,drawdown_20,-0.2309003064,0.2308945507,SP500_1X,False,0,3652,BAND_DRAWDOWN,SSO,LAG1,10,drawdown,0.2,0.1,rule,3.385850205
2001-09-18,2001-09-17,2001-09-17,deployment,drawdown_30,-0.2941939912,0.2941836026,SP500_1X,False,0,3779,BAND_DRAWDOWN,SSO,LAG1,10,drawdown,0.2,0.1,rule,4.868253761
2002-07-19,2002-07-18,2002-07-18,deployment,drawdown_40,-0.2987189174,0.2987059547,SP500_1X,False,0,3989,BAND_DRAWDOWN,SSO,LAG1,10,drawdown,0.2,0.1,rule,6.095353461
2008-07-15,2008-07-14,2008-07-14,deployment,drawdown_20,-0.3035810589,0.3035722879,SP500_1X,False,0,5496,BAND_DRAWDOWN,SSO,LAG1,10,drawdown,0.2,0.1,rule,4.499858631
2008-10-07,2008-10-06,2008-10-06,deployment,drawdown_30,-0.3807421563,0.3807264931,SP500_1X,False,0,5555,BAND_DRAWDOWN,SSO,LAG1,10,drawdown,0.2,0.1,rule,6.525896561
2008-10-10,2008-10-09,2008-10-09,deployment,drawdown_40,-0.380763558,0.3807456334,SP500_1X,False,0,5558,BAND_DRAWDOWN,SSO,LAG1,10,drawdown,0.2,0.1,rule,7.57641995
2008-11-21,2008-11-20,2008-11-20,deployment,drawdown_50,-0.4570800297,0.4570492559,SP500_1X,False,0,5588,BAND_DRAWDOWN,SSO,LAG1,10,drawdown,0.2,0.1,rule,10.96176901
2020-03-13,2020-03-12,2020-03-12,deployment,drawdown_20,-0.6489071355,0.6488957537,SP500_1X,False,0,8432,BAND_DRAWDOWN,SSO,LAG1,10,drawdown,0.2,0.1,rule,3.130268491
2020-03-23,2020-03-20,2020-03-20,deployment,drawdown_30,-0.8111706706,0.8111516417,SP500_1X,False,0,8438,BAND_DRAWDOWN,SSO,LAG1,10,drawdown,0.2,0.1,rule,4.208727533
2022-06-14,2022-06-13,2022-06-13,deployment,drawdown_20,-1.211003495,1.210982476,SP500_1X,False,0,9000,BAND_DRAWDOWN,SSO,LAG1,10,drawdown,0.2,0.1,rule,3.233951845
1986-11-21,1986-11-20,1986-11-20,deployment,recovery_1_of_3,-0.004062465403,0.004052387783,SSO,True,1,39,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.3395928308
1986-12-22,1986-12-19,1986-12-19,deployment,recovery_2_of_3,-0.004080571379,0.004080528556,SSO,True,21,59,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.3700691936
1987-02-19,1987-02-18,1987-02-18,deployment,recovery_3_of_3,-0.01454498029,0.01454454868,SSO,True,61,99,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,1.051214297
1988-06-07,1988-06-06,1988-06-06,deployment,recovery_1_of_3,-0.01535355721,0.01531616505,SSO,True,1,427,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,1.19025786
1988-06-09,1988-06-08,1988-06-08,deployment,recovery_1_of_3,-0.01018962632,0.01016458706,SSO,True,1,429,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.7861253156
1988-07-08,1988-07-07,1988-07-07,deployment,recovery_2_of_3,-0.01024380557,0.01024358482,SSO,True,21,449,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.7940985647
1988-08-25,1988-08-24,1988-08-24,deployment,recovery_1_of_3,-0.00342107996,0.003412581772,SSO,True,1,483,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.2938770486
1988-09-06,1988-09-02,1988-09-02,deployment,recovery_1_of_3,-0.00227362176,0.00226796186,SSO,True,1,490,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.1959368598
1988-10-04,1988-10-03,1988-10-03,deployment,recovery_2_of_3,-0.002288091407,0.002288079726,SSO,True,21,510,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.1882781822
1988-11-23,1988-11-22,1988-11-22,deployment,recovery_1_of_3,-0.0007650629412,0.0007631530316,SSO,True,1,546,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.06623713473
1988-12-22,1988-12-21,1988-12-21,deployment,recovery_2_of_3,-0.0007701267343,0.0007701254339,SSO,True,21,566,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.06227669332
1989-02-21,1989-02-17,1989-02-17,deployment,recovery_3_of_3,-0.0007768077597,0.0007768065973,SSO,True,61,606,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.05518567196
1990-03-09,1990-03-08,1990-03-08,deployment,recovery_1_of_3,-0.006209560631,0.006194159382,SSO,True,1,871,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.3685853384
1990-03-19,1990-03-16,1990-03-16,deployment,recovery_1_of_3,-0.004126647716,0.004116385607,SSO,True,1,877,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.2465018177
1990-03-28,1990-03-27,1990-03-27,deployment,recovery_1_of_3,-0.002744192807,0.002737356745,SSO,True,1,884,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.1660734023
1990-04-04,1990-04-03,1990-04-03,deployment,recovery_1_of_3,-0.001823185352,0.001818638206,SSO,True,1,889,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.110728152
1990-04-10,1990-04-09,1990-04-09,deployment,recovery_1_of_3,-0.001210999807,0.001207977175,SSO,True,1,893,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.07500877361
1990-05-09,1990-05-08,1990-05-08,deployment,recovery_1_of_3,-0.0008084597088,0.0008064407385,SSO,True,1,913,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.05030230871
1990-06-07,1990-06-06,1990-06-06,deployment,recovery_2_of_3,-0.0008135943012,0.0008135933281,SSO,True,21,933,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.04463536379
1990-08-03,1990-08-02,1990-08-02,deployment,recovery_3_of_3,-0.0008196102992,0.000819609224,SSO,True,61,973,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.04896470071
1991-04-23,1991-04-22,1991-04-22,deployment,recovery_3_of_3,-0.01552239958,0.01552208214,SSO,True,61,1154,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.7695670456
1991-12-16,1991-12-13,1991-12-13,deployment,recovery_1_of_3,-0.001756913775,0.00175252967,SSO,True,1,1319,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.08784536866
1992-01-15,1992-01-14,1992-01-14,deployment,recovery_2_of_3,-0.0017630466,0.001763043135,SSO,True,21,1339,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.07477217708
1992-03-12,1992-03-11,1992-03-11,deployment,recovery_3_of_3,-0.02085622639,0.02085570197,SSO,True,61,1379,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.9574860263
1993-01-15,1993-01-14,1993-01-14,deployment,recovery_3_of_3,-0.0119809858,0.01198083031,SSO,True,61,1593,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.4967723881
1994-06-15,1994-06-14,1994-06-14,deployment,recovery_1_of_3,-0.01579784718,0.01575883056,SSO,True,1,1950,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.5897978942
1994-08-02,1994-08-01,1994-08-01,deployment,recovery_1_of_3,-0.01054022077,0.01051408493,SSO,True,1,1983,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.3971208638
1994-08-04,1994-08-03,1994-08-03,deployment,recovery_1_of_3,-0.006993700247,0.006976310949,SSO,True,1,1985,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.2646819418
1994-08-15,1994-08-12,1994-08-12,deployment,recovery_1_of_3,-0.004644483186,0.004632914243,SSO,True,1,1992,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.1774094197
1994-09-13,1994-09-12,1994-09-12,deployment,recovery_2_of_3,-0.004662893186,0.004662872206,SSO,True,21,2012,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.1754305104
1994-09-28,1994-09-27,1994-09-27,deployment,recovery_1_of_3,-0.001545730141,0.001541870549,SSO,True,1,2023,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.05969697931
1994-10-12,1994-10-11,1994-10-11,deployment,recovery_1_of_3,-0.001027279949,0.001024713867,SSO,True,1,2033,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.04019209719
1994-11-09,1994-11-08,1994-11-08,deployment,recovery_2_of_3,-0.001031339656,0.001031338584,SSO,True,21,2053,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.04051260643
1994-12-19,1994-12-16,1994-12-16,deployment,recovery_1_of_3,-0.0003432057137,0.0003423479444,SSO,True,1,2080,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.01391895369
1994-12-22,1994-12-21,1994-12-21,deployment,recovery_1_of_3,-0.0002278393934,0.0002272699035,SSO,True,1,2083,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.009292309826
1995-01-23,1995-01-20,1995-01-20,deployment,recovery_2_of_3,-0.0002289196671,0.0002289196132,SSO,True,21,2103,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.009172634284
1995-03-21,1995-03-20,1995-03-20,deployment,recovery_3_of_3,-0.0002299671795,0.0002299671317,SSO,True,61,2143,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.008105233662
1996-07-18,1996-07-17,1996-07-17,deployment,recovery_1_of_3,-0.07235951215,0.07218475342,SSO,True,1,2479,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,1.743064851
1996-07-29,1996-07-26,1996-07-26,deployment,recovery_1_of_3,-0.0480696093,0.04795218408,SSO,True,1,2486,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,1.175106671
1996-07-31,1996-07-30,1996-07-30,deployment,recovery_1_of_3,-0.03190860774,0.03183006432,SSO,True,1,2488,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.7910885252
1996-08-28,1996-08-27,1996-08-27,deployment,recovery_2_of_3,-0.0320357109,0.03203514519,SSO,True,21,2508,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.7249597175
1996-10-24,1996-10-23,1996-10-23,deployment,recovery_3_of_3,-0.05366839784,0.05366698028,SSO,True,61,2548,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,1.08824931
1998-09-24,1998-09-23,1998-09-23,deployment,recovery_1_of_3,-0.2580525063,0.257440895,SSO,True,1,3031,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,2.902090074
1998-10-23,1998-10-22,1998-10-22,deployment,recovery_1_of_3,-0.1717838571,0.1713694658,SSO,True,1,3052,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,1.961134778
1998-10-27,1998-10-26,1998-10-26,deployment,recovery_1_of_3,-0.1140203927,0.1137420977,SSO,True,1,3054,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,1.325376488
1998-10-30,1998-10-29,1998-10-29,deployment,recovery_1_of_3,-0.07566882228,0.07548262226,SSO,True,1,3057,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.8784358174
1998-11-30,1998-11-27,1998-11-27,deployment,recovery_2_of_3,-0.07593982378,0.07593857147,SSO,True,21,3077,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.735734204
1999-01-28,1999-01-27,1999-01-27,deployment,recovery_3_of_3,-0.1295658963,0.1295624975,SSO,True,61,3117,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,1.174973387
1999-10-07,1999-10-06,1999-10-06,deployment,recovery_1_of_3,-0.08508644504,0.08487652354,SSO,True,1,3292,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.7503700257
1999-10-29,1999-10-28,1999-10-28,deployment,recovery_1_of_3,-0.0566146781,0.05647440884,SSO,True,1,3308,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.511612908
1999-11-29,1999-11-26,1999-11-26,deployment,recovery_2_of_3,-0.05684820608,0.05684762772,SSO,True,21,3328,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.464610087
2000-01-26,2000-01-25,2000-01-25,deployment,recovery_3_of_3,-0.0570669878,0.05706639179,SSO,True,61,3368,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.4770158914
2014-10-22,2014-10-21,2014-10-21,deployment,recovery_1_of_3,-0.2409746661,0.2403863795,SSO,True,1,7076,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,1.38994332
2014-11-19,2014-11-18,2014-11-18,deployment,recovery_2_of_3,-0.2409784148,0.2409720635,SSO,True,21,7096,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,1.244627221
2015-01-20,2015-01-16,2015-01-16,deployment,recovery_3_of_3,-0.3278961727,0.3278840435,SSO,True,61,7136,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,1.754435475
2015-07-13,2015-07-10,2015-07-10,deployment,recovery_1_of_3,-0.03510532764,0.03501782996,SSO,True,1,7256,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.1802646734
2015-08-10,2015-08-07,2015-08-07,deployment,recovery_2_of_3,-0.035106498,0.03510636507,SSO,True,21,7276,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.1804143237
2015-10-26,2015-10-23,2015-10-23,deployment,recovery_1_of_3,-0.01161549884,0.01158648978,SSO,True,1,7330,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.06089197255
2015-11-19,2015-11-18,2015-11-18,deployment,recovery_1_of_3,-0.007705492,0.007686241506,SSO,True,1,7348,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.04092135025
2015-12-07,2015-12-04,2015-12-04,deployment,recovery_1_of_3,-0.005111729017,0.005098955617,SSO,True,1,7359,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.02760248108
2015-12-17,2015-12-16,2015-12-16,deployment,recovery_1_of_3,-0.003391081915,0.003382606888,SSO,True,1,7367,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.01881051104
2015-12-24,2015-12-23,2015-12-23,deployment,recovery_1_of_3,-0.002249530447,0.002243907828,SSO,True,1,7372,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.01278219789
2015-12-30,2015-12-29,2015-12-29,deployment,recovery_1_of_3,-0.001492250521,0.001488520426,SSO,True,1,7375,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.008476323725
2016-03-14,2016-03-11,2016-03-11,deployment,recovery_1_of_3,-0.0009904227045,0.0009879468921,SSO,True,1,7425,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.005879385711
2016-03-17,2016-03-16,2016-03-16,deployment,recovery_1_of_3,-0.0006570148016,0.0006553723727,SSO,True,1,7428,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.003922045247
2016-04-15,2016-04-14,2016-04-14,deployment,recovery_2_of_3,-0.0006571508707,0.0006571508193,SSO,True,21,7448,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.003723452519
2016-06-13,2016-06-10,2016-06-10,deployment,recovery_3_of_3,-0.0006541350567,0.0006541350066,SSO,True,61,7488,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.003649081954
2018-04-04,2018-04-03,2018-04-03,deployment,recovery_1_of_3,-0.4935433637,0.4923471992,SSO,True,1,7943,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,1.906913839
2018-05-02,2018-05-01,2018-05-01,deployment,recovery_2_of_3,-0.4942206406,0.4942022163,SSO,True,21,7963,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,1.86006236
2018-06-28,2018-06-27,2018-06-27,deployment,recovery_3_of_3,-0.4932778569,0.4932601094,SSO,True,61,8003,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,1.794349673
2018-10-15,2018-10-12,2018-10-12,deployment,recovery_1_of_3,-0.02904627205,0.02897377563,SSO,True,1,8078,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.1026372956
2018-10-17,2018-10-16,2018-10-16,deployment,recovery_1_of_3,-0.01927246435,0.01922433547,SSO,True,1,8080,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.0678178256
2018-11-08,2018-11-07,2018-11-07,deployment,recovery_1_of_3,-0.01280216485,0.01277018294,SSO,True,1,8096,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.04588753799
2018-12-04,2018-12-03,2018-12-03,deployment,recovery_1_of_3,-0.00850658471,0.00848532908,SSO,True,1,8113,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.03183388903
2019-02-13,2019-02-12,2019-02-12,deployment,recovery_1_of_3,-0.005669328152,0.005655159898,SSO,True,1,8160,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.02234323975
2019-03-12,2019-03-11,2019-03-11,deployment,recovery_1_of_3,-0.003767496949,0.003758080419,SSO,True,1,8178,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.01467761148
2019-04-09,2019-04-08,2019-04-08,deployment,recovery_2_of_3,-0.003774561969,0.00377456094,SSO,True,21,8198,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.01363591536
2019-06-05,2019-06-04,2019-06-04,deployment,recovery_1_of_3,-0.001253470722,0.001250337293,SSO,True,1,8237,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.004940078604
2019-07-03,2019-07-02,2019-07-02,deployment,recovery_2_of_3,-0.001255584564,0.001255584453,SSO,True,21,8257,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.004413587297
2019-08-29,2019-08-28,2019-08-28,deployment,recovery_3_of_3,-0.001253340533,0.001253340416,SSO,True,61,8297,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.00468865319
2020-03-03,2020-03-02,2020-03-02,deployment,recovery_1_of_3,-0.1815761505,0.181126704,SSO,True,1,8424,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.6280309203
2020-03-05,2020-03-04,2020-03-04,deployment,recovery_1_of_3,-0.1204592329,0.1201601051,SSO,True,1,8426,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.4256733664
2020-05-28,2020-05-27,2020-05-27,deployment,recovery_1_of_3,-0.07993765652,0.07973876254,SSO,True,1,8484,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.301798389
2020-06-15,2020-06-12,2020-06-12,deployment,recovery_1_of_3,-0.05303056562,0.052898415,SSO,True,1,8496,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.2038792738
2020-06-30,2020-06-29,2020-06-29,deployment,recovery_1_of_3,-0.03518033613,0.03509257521,SSO,True,1,8507,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.1370832525
2020-07-29,2020-07-28,2020-07-28,deployment,recovery_2_of_3,-0.03518406083,0.03518397505,SSO,True,21,8527,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.1237812738
2020-09-24,2020-09-23,2020-09-23,deployment,recovery_3_of_3,-0.03501426211,0.03501417798,SSO,True,61,8567,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.1219888273
2022-02-01,2022-01-31,2022-01-31,deployment,recovery_1_of_3,-1.086603503,1.083973802,SSO,True,1,8908,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,2.130269725
2022-02-16,2022-02-15,2022-02-15,deployment,recovery_1_of_3,-0.7209896364,0.7192267941,SSO,True,1,8919,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,1.467313475
2022-03-23,2022-03-22,2022-03-22,deployment,recovery_1_of_3,-0.4784889708,0.4773104629,SSO,True,1,8943,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.9884733229
2022-03-25,2022-03-24,2022-03-24,deployment,recovery_1_of_3,-0.3174324466,0.3166467815,SSO,True,1,8945,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.6659285444
2022-04-08,2022-04-07,2022-04-07,deployment,recovery_1_of_3,-0.2106215164,0.2100985128,SSO,True,1,8955,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.4501795582
2022-12-01,2022-11-30,2022-11-30,deployment,recovery_1_of_3,-0.1419609716,0.1416078408,SSO,True,1,9118,HWM_RESERVE,SSO,LAG1,25,staged,0.15,0.1,rule,0.3335503563
